Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-17848,DR. VANADANATAI DHONE NURSING SCHOOL,Maharashtra,Akola,2011,Urban,Nursing,Private Un-Aided
S-4005,DR VIJAYA KUMARI SCHOOL OF NURSING BANGALORE URBAN,Karnataka,Bengaluru Urban,2010,Urban,Nursing,Private Un-Aided
S-18241,DR. VIJAY COLLEGE OF NURSING AND MEDICAL BHANDHAKALA KAITHI VARANASI,Uttar Pradesh,Varanasi,2015,Rural,Nursing,Private Un-Aided
S-4789,"Dr. Vithalrao Vikhe Patil Foundations Institute of Nursing Education, Ahmednagar",Maharashtra,Ahilyanagar,2005,Rural,Nursing,Private Un-Aided
S-24496,DR V N MIRZAPURE NURSING COLLEGE GNM,Maharashtra,Nagpur,-,Rural,Nursing,Private Un-Aided
S-23836,DR V S JADHAV COLLEGE OF NURSING,Maharashtra,Thane,-,Urban,Nursing,Private Un-Aided
S-17916,D.S.Nursing School,Maharashtra,Dhule,2004,Rural,Nursing,Local Body
S-20875,DSPM SCHOOL OF NURSING BABHALGAON,Maharashtra,Latur,2021,Rural,Nursing,Private Un-Aided
S-20593,"D.S. SCHOOL OF NURSING, GWALIOR",Madhya Pradesh,Gwalior,2010,Rural,Nursing,Local Body
S-22243,DS SCHOOL OF NURSING NH TWENTY FOUR OPP SHRI BANKEY BIHARI DENTAL COLLEGE PRASON JINDAL NAGAR MASURI HAPUR GHAZIABAD,Uttar Pradesh,Hapur,-,Urban,Nursing,Private Un-Aided
S-26009,DT INSTITUTE OF NURSING AND PARAMEDICAL,Bihar,Samastipur,2024,Urban,Nursing,Private Un-Aided
S-21599,DUMKA COLLEGE OF HEALTH AND PROFESSIONAL EDUCATION,Jharkhand,Dumka,-,Rural,Nursing,Private Un-Aided
S-22380,DUMKA COLLEGE OF NURSING,Jharkhand,Dumka,-,Rural,Nursing,Private Un-Aided
S-3715,"DUNCAN HOSPITAL, EAST CHAMPARAN",Bihar,Purbi Champaran,1955,Urban,Nursing,Private Un-Aided
S-20043,DURGAPUR INSTITUTE OF NURSING SCIENCES,West Bengal,Paschim Bardhaman,2021,Urban,Nursing,Private Aided (Government Aided)
S-21930,DURGAPUR SAMMILANI NURSING INSTITUTE,West Bengal,Paschim Bardhaman,-,Urban,Nursing,Private Un-Aided
S-5524,DURGAPUR SCHOOL OF NURSING BURDWAN,West Bengal,Purba Bardhaman,2010,Urban,Nursing,Private Un-Aided
S-4932,DURGA SCHOOL OF NURSING LUDHIANA,Punjab,Ludhiana,2010,Rural,Nursing,Private Un-Aided
S-20686,D V S SCHOOL OF NURSING  AND RESEARCH GWALIOR,Madhya Pradesh,Gwalior,-,Urban,Nursing,Private Un-Aided
S-4811,DWARIKA SANGAMNERKAR MEDICAL FOUNDATION SCHOOL OF NURSING NAVI PETH PUNE,Maharashtra,Pune,2003,Urban,Nursing,Local Body
S-4743,D Y PATIL INSTITUTE OF NURSING EDUCATION KOLHAPUR,Maharashtra,Kolhapur,2002,Rural,Nursing,Private Un-Aided
S-4933,EASTEND SCHOOL OF NURSING LUDHIANA,Punjab,Ludhiana,2010,Rural,Nursing,Private Un-Aided
S-21364,EASTERN COLLEGE OF NURSING AND HEALTH STUDIES,Jharkhand,Ranchi,-,Urban,Nursing,Private Aided (Government Aided)
S-22584,EASTERN INSTITUTE OF MEDICAL SCIENCE,Odisha,Khordha,-,Urban,Nursing,Private Un-Aided
S-4007,EAST WEST SCHOOL OF NURSING BANGALORE URBAN,Karnataka,Bengaluru Urban,1992,Urban,Nursing,Private Un-Aided
S-4008,EBEN- EZER SCHOOL OF NURSING BANGALORE URBAN,Karnataka,Bengaluru Urban,2004,Urban,Nursing,Private Un-Aided
S-19891,EBM ANM HEALTH WORKER F TRAINING CENTRE,Odisha,Ganjam,2020,Urban,Nursing,Private Aided (Government Aided)
S-26449,ECR SCHOOL OF NURSING,Karnataka,Udupi,2003,Rural,Nursing,Private Un-Aided
S-26933,EDUFEEDUS GROUP OF INSTITUTES ,Tripura,West Tripura,2025,Urban,Nursing,Private Un-Aided
S-25588,EKAMRA SCHOOL OF NURSING,Odisha,Khordha,-,Urban,Nursing,Private Un-Aided
S-22550,EK JOT NURSING INSTITUTE  SWADDI KHURD JAGRAON,Punjab,Ludhiana,-,Rural,Nursing,Private Un-Aided
S-20585,EKTA COLLEGE OF NURSING,Gujarat,Tapi,2021,Rural,Nursing,Private Un-Aided
S-21499,"EKTA COLLEGE OF NURSING, SONGADH",Gujarat,Tapi,-,Rural,Nursing,Private Un-Aided
S-21407,EKTA INSTITUTE OF NURSING,Gujarat,Narmada,-,Rural,Nursing,Private Aided (Government Aided)
S-14745,"EKTA SCHOOL OF NURSING, KHEDBRHMA",Gujarat,Sabar Kantha,2011,Rural,Nursing,Private Un-Aided
S-17943,"EKVIRA SCHOOL OF NURSING, DARYAPUR",Maharashtra,Amravati,2009,Rural,Nursing,Private Un-Aided
S-19264,ELITE PUBLIC NURSING SCHOOL,Jharkhand,Palamu,2013,Rural,Nursing,Private Un-Aided
S-4010,ELLEN THOBURN COWEN MEMORIAL HOSPITAL OF KOLAR,Karnataka,Kolar,1912,Urban,Nursing,Private Un-Aided
S-12929,"EMANUEL SCHOOL OF NURSING, MAKAVARAPALEM, VISAKHAPATNAM",Andhra Pradesh,Anakapalli,2003,Rural,Nursing,Private Un-Aided
S-22242,EMERALD NURSING INSTITUTE,Uttar Pradesh,Bara Banki,-,Rural,Nursing,Private Un-Aided
S-20807,EMERALD SCHOOL OF NURSING,Maharashtra,Pune,2021,Urban,Nursing,Private Un-Aided
S-26873,EMINENCE ACADEMY OF HEALTH SCIENCE,Odisha,Bhadrak,2025,Rural,Nursing,Private Un-Aided
S-26843,EMINENCE COLLEGE OF NURSING,Madhya Pradesh,Rewa,2025,Rural,Nursing,Private Un-Aided
S-26859,"EMINENCEE INSTITUTE OF NURSING, SONEPUR",Odisha,Sonepur,2025,Rural,Nursing,Private Un-Aided
S-19716,EMMANUEL SCHOOL OF NURSING SANTHI NAGAR KAKINADA,Andhra Pradesh,East Godavari,2020,Rural,Nursing,Private Un-Aided
S-13060,"EMMI SCHOOL OF NURSING, PHIRANGIPURAM, GUNTUR",Andhra Pradesh,Guntur,2005,Urban,Nursing,Private Un-Aided
S-4456,E M S MEMORIAL COOPERATIVE HOSPITAL MALAPPURAM,Kerala,Malappuram,2006,Rural,Nursing,Private Un-Aided
S-26483,ENFOLD SCHOOL OF NURSING,Odisha,Bargarh,2025,Rural,Nursing,Private Un-Aided
S-19860,ENLIGHT SCHOOL OF NURSING,Karnataka,Bengaluru Urban,2019,Urban,Nursing,Private Un-Aided
S-3491,ENLIGHT SCHOOL OF NURSING TRIUPATI,Andhra Pradesh,Chittoor,1989,Urban,Nursing,Private Un-Aided
S-21451,"ENNOBLE SCHOOL OF NURSING , NARSIPATNAM",Andhra Pradesh,Anakapalli,-,Urban,Nursing,Private Un-Aided
S-18623,EPHRAIM SCHOOL OF NURSING,Karnataka,Bidar,2019,Urban,Nursing,Private Un-Aided
S-26803,"ERA COLLEGE OF NURSING, SARFARAZGANJ HARDOI ROAD LUCKNOW",Uttar Pradesh,Lucknow,2016,Urban,Nursing,Private Un-Aided
S-5405,ERA'S LUCKNOW MED COLLEGE. & HOSPITAL LUCKNOW,Uttar Pradesh,Lucknow,2002,Urban,Nursing,Private Un-Aided
S-25172,E R K INSTITUTE OF PARAMEDICAL SCIENCE SCHOOL OF NURSING ANM,Tamil Nadu,Dharmapuri,-,Rural,Nursing,Private Un-Aided
S-15659,Essen School of Nursing,Odisha,Khordha,2006,Urban,Nursing,Private Un-Aided
S-4748,EVANGELINE BOOTH HOSPITAL AHMEDNAGAR,Maharashtra,Ahilyanagar,1943,Urban,Nursing,Private Un-Aided
S-3815,EVEREST SCHOOL OF NURSING YAMUNANAGAR,Haryana,Yamunanagar,-,Rural,Nursing,-
S-26544,EVERMATE INSTITUTE OF MEDICAL SCIENCE,Odisha,Khordha,2025,Urban,Nursing,Private Un-Aided
S-23137,EXCELLENT SCHOOL OF NURSING SHAHAPUR DIST YADAGIR,Karnataka,Yadgir,2021,Urban,Nursing,Private Un-Aided
S-3761,EXCEL SCHOOL OF NURSING BHAVNAGAR,Gujarat,Bhavnagar,2008,Urban,Nursing,Private Un-Aided
S-5246,EXCEL SCHOOL OF NURSING TIRUNELVELI,Tamil Nadu,Tirunelveli,2007,Urban,Nursing,Private Un-Aided
S-25300,"FACULTY OF NURSING AND PARAMEDICAL, MAHAYOGI GORAKHNATH UNIVERSITY GORAKHPUR",Uttar Pradesh,Gorakhpur,-,Rural,Nursing,Private Un-Aided
S-25138,FACULTY OF NURSING AND PARAMEDICAL STUDIES,Uttar Pradesh,Prayagraj,-,Rural,Nursing,State Government
S-4011,FAITH INSTITUTE OF NURSING SCIENCES BANGALORE,Karnataka,Bengaluru Urban,2003,Urban,Nursing,Private Un-Aided
S-26505,"FAITH NURSING SCHOOL, RAMTHAR LUNGLEI",Mizoram,Lunglei,2024,Urban,Nursing,Private Un-Aided
S-13099,"FAITH SCHOOL OF NURSING, ANANTHAPUR",Andhra Pradesh,Ananthapuramu,2012,Urban,Nursing,Private Un-Aided
S-4012,FARAN SCHOOL OF NURSING BANGALORE,Karnataka,Bengaluru Urban,1991,Urban,Nursing,Private Un-Aided
S-5406,FARIDA IQBAL SCHOOL OF NURSING LUCKNOW,Uttar Pradesh,Lucknow,2005,Rural,Nursing,Private Un-Aided
S-21220,FATEMA COLLEGE OF NURSING GNM TIOSA,Maharashtra,Amravati,-,Rural,Nursing,Private Aided (Government Aided)
S-4016,"FATHER MULLER SCHOOL OF NURSING, DAKSHINA KANNADA",Karnataka,Dakshina Kannada,1959,Urban,Nursing,Private Aided (Government Aided)
S-5409,FATIMA INSTITUTE OF MEDICAL SCIENCES GORAKHPUR,Uttar Pradesh,Gorakhpur,1995,Urban,Nursing,Private Un-Aided
S-4461,FATIMA MATA MISSION HOSPITAL WAYANAD,Kerala,Wayanad,1995,Rural,Nursing,Private Un-Aided
S-3492,FATIMA SCHOOL OF NURSING CUDDAPAH,Andhra Pradesh,Y.S.R. Kadapa,2004,Urban,Nursing,Private Un-Aided
S-20651,FELLOWSHIP SCHOOL OF NURSING,Chhattisgarh,Mahasamund,2008,Urban,Nursing,Private Aided (Government Aided)
S-20420,FEMALE HEALTH WORKERS TRAINING SCHOOL LAMPHEL,Manipur,Imphal West,1964,Urban,Nursing,State Government
S-3494,FERNANDEZ SCHOOL OF NURSING RANGA REDDY,Telangana,Ranga Reddy,2005,Urban,Nursing,Private Un-Aided
S-17109,F H COLLEGE OF PARA MEDICAL,Uttar Pradesh,Agra,2015,Rural,Nursing,Private Un-Aided
S-22511,FHW TRAINING CENTRE IRCS SILCHAR,Assam,Cachar,-,-,Nursing,Private Un-Aided
S-18085,"F.J.F.M Hospital and Community Health Unit, Newasa",Maharashtra,Ahilyanagar,2002,Rural,Nursing,Private Un-Aided
S-24959,"FLORENCE EDUCATION AND WELFARE SOCIETY JALNA SANCHALIT FLORENCE GNM NURSING INSTITUTE, PARTUR",Maharashtra,Jalna,-,Urban,Nursing,Private Un-Aided
S-5411,FLORENCE NIGHTANGLE SCHOOL OF GENERAL NURSING SHAHAJAHANPUR,Uttar Pradesh,Shahjahanpur,-,-,Nursing,Private Un-Aided
S-15554,Florence Nightingale ANM (Female Health Worker) Training School,Odisha,Koraput,2001,Urban,Nursing,Private Un-Aided
S-24945,"FLORENCE NIGHTINGALE GNM NURSING COLLEGE, JALNA",Maharashtra,Jalna,-,Urban,Nursing,Private Un-Aided
S-4749,FLORENCE NIGHTINGALE INST OF NURSING MUMBAI,Maharashtra,Raigad,1992,Urban,Nursing,Private Un-Aided
S-17799,FLORENCE NIGHTINGALE NURSING SCHOOL AMRAVATI,Maharashtra,Amravati,2009,Urban,Nursing,Private Un-Aided
S-15693,FLORENCE NIGHTINGALE SCHOOL OF NURSING,Jammu and Kashmir,Kathua,2011,Rural,Nursing,Private Un-Aided
S-4013,FLORENCE NIGHTINGALE SCHOOL OF NURSING BIDAR,Karnataka,Bidar,2002,Urban,Nursing,Local Body
S-13042,"FLORENCE NIGHTINGALE SCHOOL OF NURSING, DEVI CHOWK, TENALI, GUNTUR DISTRICT",Andhra Pradesh,Guntur,2003,Urban,Nursing,Private Un-Aided
S-3495,FLORENCE NIGHTINGALE SCHOOL OF NURSING EAST GODAWARI,Andhra Pradesh,East Godavari,2003,Urban,Nursing,Private Un-Aided
S-4014,FLORENCE NIGHTINGALE SCHOOL OF NURSING GULBARGA,Karnataka,Kalaburagi,2002,Urban,Nursing,Private Un-Aided
S-3496,FLORENCE NIGHTINGALE SCHOOL OF NURSING KRISHNA,Andhra Pradesh,NTR,2003,Urban,Nursing,Private Un-Aided
S-12914,"FLORENCE NIGHTINGALE SCHOOL OF NURSING, RAJAM, SRIKAKULAM",Andhra Pradesh,Srikakulam,2003,Rural,Nursing,Private Aided (Government Aided)
S-5247,FLORENCE NIGHTINGALE SCHOOL OF NURSING TIRUVANNAMALAI,Tamil Nadu,Tiruvannamalai,2009,Rural,Nursing,Private Un-Aided
S-19118,Florence Nightingale School Of Nursrng,Rajasthan,Hanumangarh,2003,Rural,Nursing,Private Un-Aided
S-18188,FLORENCE NIGHTINGALE TRAINING COLLEGE OF NURSING SAWANGI MEGHE WARDHA,Maharashtra,Wardha,1996,Rural,Nursing,Private Un-Aided
S-19578,FLORENCE PARA MEDICAL INSTITUTE ANANTNAG,Jammu and Kashmir,Anantnag,2013,Rural,Nursing,Private Un-Aided
S-19103,FLORENCE SCHOOL OF NURSING,Karnataka,Bengaluru Urban,1993,Urban,Nursing,Private Un-Aided
S-17819,"Florence School of Nursing, Latur",Maharashtra,Latur,2011,Urban,Nursing,Private Un-Aided
S-17883,"FLORENCE SCHOOL OF NURSING, MAHAGAON",Maharashtra,Kolhapur,2006,Rural,Nursing,Private Un-Aided
S-3884,FLORENCE SCHOOL OF NURSING RANCHI,Jharkhand,Ranchi,2004,Rural,Nursing,Private Aided (Government Aided)
S-4015,FLORIDA SCHOOL OF NURSING BANGALORE URBAN,Karnataka,Bengaluru Urban,2003,Urban,Nursing,Private Un-Aided
S-20539,FORT SCHOOL OF NURSING,Karnataka,Chitradurga,2019,Urban,Nursing,Private Un-Aided
S-22763,FORTUNE INSTITUTE OF NURSING AND HEALTH SCIENCES,West Bengal,Murshidabad,2022,Rural,Nursing,Private Un-Aided
S-4935,FRANCES NEWTON HOSPITAL FEROZEPUR,Punjab,Ferozepur,1894,Urban,Nursing,Private Un-Aided
S-22010,"FRANKLIN INSTITUTE OF MEDICAL SCIENCE, PURI",Odisha,Puri,-,Rural,Nursing,Private Un-Aided
S-19127,FULABAI MUNDE MAHILA MANDALS KOMALBAI MUNDE NURSING SCHOOL,Maharashtra,Nanded,2011,Rural,Nursing,Private Un-Aided
S-19886,FUTURE BRIGHT SENIOR NURSING SCHOOL,Odisha,Jajpur,2012,Urban,Nursing,Private Un-Aided
S-25802,FUTURE LINK NURSING COLLEGE,Gujarat,Panch Mahals,2024,Rural,Nursing,Private Un-Aided
S-15668,Gajapati School of Nursing,Odisha,Gajapati,2006,Rural,Nursing,Private Un-Aided
S-20924,GAJRAJ NURSING INSTITUTE,Haryana,Sonipat,2013,Urban,Nursing,Private Un-Aided
S-15127,Galaxy Paramedical College,Jammu and Kashmir,Jammu,2008,Urban,Nursing,Private Un-Aided
S-21594,GANDHI COLLEGE OF ALLIED SCIENCE,Jharkhand,Saraikela Kharsawan,-,Rural,Nursing,Private Un-Aided
S-20007,GANDHI INSTITUTE OF NURSING,Jharkhand,Saraikela Kharsawan,2014,Urban,Nursing,Private Un-Aided
S-17425,"GANDHI NURSING SCHOOL,KADA",Maharashtra,Beed,2011,Rural,Nursing,Private Un-Aided
S-3817,GANDHI SCHOOL OF NURSING KARNAL,Haryana,Karnal,2005,Urban,Nursing,Private Un-Aided
S-13015,"GANESH SCHOOL OF NURSING, GUDIWADA, KRISHNA",Andhra Pradesh,Krishna,2000,Rural,Nursing,Private Un-Aided
S-17900,"Gangabai Patil Nursing School, Pachpimpali",Maharashtra,Nanded,2011,Rural,Nursing,Private Un-Aided
S-17787,GANGA INSTITUTE OF MEDICAL SCIENCES,Maharashtra,Beed,2011,Rural,Nursing,Private Un-Aided
S-21387,"GANGAMAI SCHOOL OF NURSING, SOLAPUR",Maharashtra,Solapur,-,Rural,Nursing,Private Un-Aided
S-26396,"GANGA SEWA SADAN NURSING AND PARAMEDICAL COLLEGE, VARANASI",Uttar Pradesh,Varanasi,2025,Urban,Nursing,Private Un-Aided
S-4018,GANGOTHRI SCHOOL OF NURSING BANGALORE URBAN,Karnataka,Bengaluru Urban,2004,Urban,Nursing,Private Un-Aided
S-4019,GANGOTHRI SCHOOLOF NURSING BANGALORE URBAN,Karnataka,Bengaluru Urban,1998,Urban,Nursing,Private Un-Aided
S-15277,GANGOTRI DEVI MAHILA MAHAVIDYALAYA SCHOOL OF NURSING GORAKHPUR,Uttar Pradesh,Gorakhpur,2003,Urban,Nursing,Private Un-Aided
S-27146,GANGOTRI NURSING INSTITUTE,Bihar,Aurangabad,2023,Rural,Nursing,Private Un-Aided
S-24921,GANPAT BHARTI VAIDYAKIYA V SHIKSHAN PRASRAK MANDAL,Maharashtra,Nanded,-,Rural,Nursing,Private Un-Aided
S-17129,Ganshanti Nursing School,Maharashtra,Nanded,2011,Urban,Nursing,Private Un-Aided
S-5075,GAURAV NURSING SCHOOL JAIPUR,Rajasthan,Jaipur,2008,Urban,Nursing,Private Un-Aided
S-14821,"GAUTAM INSTITUTE OF NURSING AND PARAMEDICS, NALANDA",Bihar,Nalanda,2011,Rural,Nursing,Private Un-Aided
S-23128,GAVISIDDESHWAR INSTITUTE OF NURSING SCIENCE YALBURGA DIST KOPPAL,Karnataka,Koppal,2021,Urban,Nursing,Private Aided (Government Aided)
S-24325,"GAYA PRASAD DWIVEDI TEACHER TRANING INSTITUTE, SEKHAWAT PREM KA PURA, JAUNPUR",Uttar Pradesh,Jaunpur,-,Rural,Nursing,Private Un-Aided
S-4020,GAYATHRI SCHOOL OF NURSING BANGALORE,Karnataka,Bengaluru Urban,1997,Urban,Nursing,Private Un-Aided
S-15024,"Gayatri Institute of Nursing, Jagdalpur",Chhattisgarh,Bastar,2014,Rural,Nursing,Private Un-Aided
S-21936,"GAYATRI INSTITUTE OF NURSING SCIENCES, NEW COLONY, TOONGRI, CHAIBASA",Jharkhand,West Singhbhum,-,Rural,Nursing,Private Un-Aided
S-22129,GAYATRI NURSING COLLEGE ASANGAON THANE,Maharashtra,Thane,-,Rural,Nursing,Private Un-Aided
S-21025,GAYATRI SCHOOL OF NURSING PALAKONDA SRIKAKULAM DISTRICT,Andhra Pradesh,Parvathipuram Manyam,2020,Rural,Nursing,Private Un-Aided
S-18024,"G.B. PATIL SCHOOL OF NURSING, UDGIR",Maharashtra,Latur,2006,Urban,Nursing,Private Un-Aided
S-12972,"G B R SCHOOL OF NURSING, ANANPARTHI, EAST GODAVARI",Andhra Pradesh,East Godavari,1995,Rural,Nursing,Private Un-Aided
S-15984,GCS SCHOOL OF NURSING,Gujarat,Ahmedabad,2013,Urban,Nursing,Private Un-Aided
S-21429,G D  BAGARIA SCHOOL OF NURSING,Jharkhand,Giridih,-,Urban,Nursing,Private Un-Aided
S-13222,"GEERVANI SCHOOL OF NURSING, SRIPURAM COLONY, HYDERABAD",Telangana,Hyderabad,2005,Urban,Nursing,Private Un-Aided
S-25801,GEETAI NURSING COLLEGE,Maharashtra,Bhandara,2024,Rural,Nursing,Private Un-Aided
S-18194,GEMS SCHOOL OF NURSING,Andhra Pradesh,Srikakulam,2018,Rural,Nursing,Private Un-Aided
S-14789,GEMS SCHOOL OF NURSING,Bihar,Rohtas,2004,Rural,Nursing,Private Un-Aided
S-4752,GENERAL HOSPITAL AHMEDNAGAR,Maharashtra,Ahilyanagar,1943,Urban,Nursing,State Government
S-22097,"GENERAL HOSPITAL, ALIBAG, RAIGAD",Maharashtra,Raigad,-,Urban,Nursing,State Government
S-3818,GENERAL HOSPITAL BHIWANI,Haryana,Bhiwani,-,Urban,Nursing,-
S-4753,GENERAL HOSPITAL BULDANA,Maharashtra,Buldhana,-,-,Nursing,-
S-21008,GENERAL HOSPITAL GOVT ANM TRAINING SCHOOL AMBALA CITY,Haryana,Ambala,1958,Urban,Nursing,State Government
S-25824,GENERAL HOSPITAL JALNA,Maharashtra,Jalna,2009,Urban,Nursing,State Government
S-22754,GENERAL HOSPITAL NANDURBAR,Maharashtra,Nandurbar,2018,Urban,Nursing,State Government
S-4755,GENERAL HOSPITAL SANGLI,Maharashtra,Sangli,1963,Urban,Nursing,State Government
S-21066,GENERAL HOSPITAL SCHOOL OF NURSING DIST ROHTAK HARYANA,Haryana,Rohtak,2001,Urban,Nursing,State Government
S-4751,GENERAL HOSPITAL (SHRI CHHATRAPATI SHIVAJI MAHARAJ) SOLAPUR,Maharashtra,Solapur,1946,Urban,Nursing,State Government
S-21223,GENERAL NURSING AND MIDWIFERY TRAINING CENTRE BARMER,Rajasthan,Barmer,1979,Urban,Nursing,State Government
S-15571,GENERAL NURSING AND MIDWIFERY TRAINING SCHOOL,Odisha,Jharsuguda,2012,Urban,Nursing,Private Aided (Government Aided)
S-4858,GENERAL NURSING AND MIDWIFERY TRAINING SCHOOL ANGUL,Odisha,Angul,1996,Urban,Nursing,Central Government
S-20192,GENERAL NURSING MIDWIFERY (GNM) TRAINING INSTITUTE SHEIKHPURA,Bihar,Sheikhpura,2017,Urban,Nursing,State Government
S-17651,General Nursing School,Gujarat,Porbandar,2017,Urban,Nursing,State Government
S-20925,GENERAL NURSING SCHOOL SABARIDHAM SCHOOL CAMPUS VYARA,Gujarat,Tapi,2021,Rural,Nursing,Private Un-Aided
S-16078,General Nursing School Santrampur (Ta Santrampur Dist Mahisagar),Gujarat,Mahisagar,2015,Urban,Nursing,State Government
S-15300,"GENERAL NURSING SCHOOL, STATE HOSPITAL, DHARAMPUR",Gujarat,Valsad,2015,Rural,Nursing,State Government
S-22750,GENESIS INSTITUTE OF NURSING RADHANAGARI,Maharashtra,Kolhapur,2023,Rural,Nursing,Private Un-Aided
S-20325,GENEX NURSING INSTITUTE,West Bengal,Purba Bardhaman,2021,Rural,Nursing,Private Un-Aided
S-22181,G G MORIWALA INSTITUTE OF NURSING,Gujarat,Arvalli,-,Urban,Nursing,Private Un-Aided
S-23361,G G SCHOOL OF NURSING,Kerala,Thiruvananthapuram,2023,Urban,Nursing,Private Un-Aided
S-26214,GHANA INSTITUTE OF MEDICAL SCIENCES,Odisha,Keonjhar,2025,Urban,Nursing,Private Un-Aided
S-19843,GHUMUSAR GNM SCHOOL OF NURSING,Odisha,Ganjam,2020,Urban,Nursing,Private Aided (Government Aided)
S-13934,"GINNI DEVI ACTION SCHOOL OF NURSING, PASCHIM VIHAR",Delhi,West,2012,Urban,Nursing,Private Un-Aided
S-13008,"GIRIJAS SCHOOL OF NURSING, GUDIWADA, KRISHNA",Andhra Pradesh,Krishna,2004,Urban,Nursing,Private Un-Aided
S-4757,GIRIRAJ NURSING SCHOOL PUNE,Maharashtra,Pune,2004,Urban,Nursing,Private Un-Aided
S-23855,GITANGSHU INSTITUTE OF NURSING SCIENCES,West Bengal,Paschim Bardhaman,-,Urban,Nursing,Private Un-Aided
S-15562,Gitanjali School of Nursing,Odisha,Cuttack,2014,Rural,Nursing,Private Un-Aided
S-21902,GITANJALI SCHOOL OF NURSING,Odisha,Bhadrak,-,Urban,Nursing,Private Un-Aided
S-4859,GITANJALI SCHOOL OF NURSING KHORDHA,Odisha,Khordha,2005,Urban,Nursing,Private Un-Aided
S-17670,GITARAM INSTITUTE OF NURSING,West Bengal,Murshidabad,2018,Rural,Nursing,Private Un-Aided
S-20567,GKM SCHOOL OF NURSING,Karnataka,Bengaluru Urban,2018,Urban,Nursing,Private Aided (Government Aided)
S-13163,"G K REDDY SCHOOL OF NURSING, CHITTOOR",Andhra Pradesh,Chittoor,2012,Urban,Nursing,Private Un-Aided
S-24561,"GLOBAL COLLEGE OF NURSING, LATUR",Maharashtra,Latur,-,Rural,Nursing,Private Un-Aided
S-4758,GLOBAL HEALTHCARE INSTITUTE COLLEGE OF NURSING NASHIK,Maharashtra,Nashik,2003,Rural,Nursing,Private Aided (Government Aided)
S-20345,GLOBAL HOSPITAL SCHOOL OF NURSING TALHATI ABU ROAD,Rajasthan,Sirohi,2005,Rural,Nursing,State Government
S-15695,Global Institute of Nursing,Punjab,Mansa,2013,Rural,Nursing,Private Un-Aided
S-26681,GLOBAL INSTITUTE OF NURSING AND PARAMEDICAL SCIENCES,Bihar,Patna,2023,Rural,Nursing,Private Un-Aided
S-17621,"Global institute of Nursing , Udaipur",Rajasthan,Udaipur,-,Urban,Nursing,Private Un-Aided
S-18821,GLOBAL NURSING SCHOOL,Rajasthan,Sawai Madhopur,2016,Urban,Nursing,Private Un-Aided
S-24621,GLOBAL NURSING SCHOOL ANM GNM,Maharashtra,Jalgaon,-,Rural,Nursing,Private Un-Aided
S-26837,GLOBAL SCHOOL OF NURSING,Andhra Pradesh,Kakinada,2018,Urban,Nursing,Private Un-Aided
S-4021,GLOBAL SCHOOL OF NURSING BANGALORE,Karnataka,Bengaluru Urban,2004,Urban,Nursing,Private Un-Aided
S-13262,"GLOBAL SCHOOL OF NURSING, CHAITANYAPURI, HYDERABAD",Telangana,Ranga Reddy,2003,Urban,Nursing,Private Un-Aided
S-3502,"GLOBAL SCHOOL OF NURSING, SERILINGAMPALLY",Telangana,Ranga Reddy,2003,Urban,Nursing,Private Un-Aided
S-18003,"GLOBAL SCHOOL OF NURSING, VENKATESWARA NAGAR, VISAKHAPATNAM",Andhra Pradesh,Visakhapatnam,2018,Urban,Nursing,Private Un-Aided
S-13014,"GLOBAL SCHOOL OF NURSING, VIJAYAWADA, KRISHNA",Andhra Pradesh,Krishna,2012,Urban,Nursing,Private Un-Aided
S-25991,G L SAINI MEMORIAL INSTITUTE OF NURSING,Rajasthan,Jaipur,2024,Urban,Nursing,Private Un-Aided
S-20713,G M INSTITUTE OF NURSING JAMNER,Maharashtra,Jalgaon,2021,Rural,Nursing,Private Un-Aided
S-24622,G M NURSING PARAMEDICAL COLLEGE AND HOSPITAL,Uttar Pradesh,Mathura,-,Rural,Nursing,Private Un-Aided
S-20095,G M PARAMEDICAL COLLEGE,Bihar,Begusarai,2015,Rural,Nursing,Private Un-Aided
S-13227,"GNANESWARI SCHOOL OF NURSING, BAPUNAGAR, HYDERABAD",Telangana,Hyderabad,2005,Urban,Nursing,Private Un-Aided
S-26842,"GNANODAYA SCHOOL OF NURSING, MYSORE",Karnataka,Mysuru,2022,Urban,Nursing,Private Un-Aided
S-22528,"GNM/ANM SCHOOL OF NURSING, BARPETA",Assam,Barpeta,-,-,Nursing,State Government
S-22585,"GNM/ANM TRAINING CENTRE, KANAKLATA CIVIL HOSPITAL TEZPUR",Assam,Sonitpur,-,Urban,Nursing,State Government
S-21353,GNM INSTITUTE ARWAL,Bihar,Arwal,2019,Rural,Nursing,State Government
S-21555,GNM INSTITUTE MAHULI JAMUI,Bihar,Jamui,-,Rural,Nursing,State Government
S-21551,GNM INSTITUTE SDH MAHARAJGANJ SIWAN,Bihar,Siwan,-,Rural,Nursing,State Government
S-21368,GNM INSTITUTE SUKHPUR SUPAUL,Bihar,Supaul,-,Urban,Nursing,State Government
S-20804,GNM NURSING INSTITUTE JLNMCH BHAGALPUR,Bihar,Bhagalpur,-,Urban,Nursing,State Government
S-16922,"GNM Nursing Training School, Jhargram Government Medical College and Hospital",West Bengal,Jhargram,2017,Urban,Nursing,State Government
