Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-5725,D.A.V. MODEL SCHOOL CHANDIGARH,Chandigarh,Chandigarh,2000,Urban,Teacher Training,Private Un-Aided
S-6214,DAWARKA DASS MEMORIAL SAI INSTITUTE OF EDUCATION TRAINING HAMIRPUR,Himachal Pradesh,Hamirpur,2004,Rural,Teacher Training,Private Un-Aided
S-14669,"DAWN COLLEGE OF ELEMENTARY EDUCATION, VEMPAD, NIDMANOOR",Telangana,Nalgonda,2012,Rural,Teacher Training,Private Un-Aided
S-17224,DAYA INSTITUTE OF EDUCATION AND TECHNOLOGY,Uttar Pradesh,Meerut,2016,Rural,Teacher Training,Private Un-Aided
S-20796,DAYAL KRISHNA D ED COLLEGE,West Bengal,Nadia,2012,Rural,Teacher Training,Private Un-Aided
S-21471,DAYANAND ANGLO VADIC TEACHERS TRAINING COLLEGE GIRIDIH,Jharkhand,Giridih,-,Rural,Teacher Training,Private Un-Aided
S-6155,DAYANAND PUBLIC SCHOOL SONIPAT,Haryana,Sonipat,2008,Rural,Teacher Training,Private Un-Aided
S-25853,DAYARAM VERMA SHIKSHAN PRASHIKSHAN MAHAVIDYALAYA PEETHAPUR KUDIYA CHITAUNA AMBEDKAR NAGAR ,Uttar Pradesh,Ambedkar Nagar,2016,Rural,Teacher Training,Private Un-Aided
S-24840,DAYAWATI COLLEGE OF EDUCATION,Uttar Pradesh,Meerut,-,Rural,Teacher Training,Private Un-Aided
S-24877,DBS INSTITUTE OF TRAINING EDUCATION AND MANAGMENT,Uttar Pradesh,Amethi,-,Rural,Teacher Training,Private Un-Aided
S-25357,"D C S COLLEGE OF EDUCATION, ROAD MURADNAGAR, VILLAGE NAYA GAON, BAGHPAT",Uttar Pradesh,Baghpat,-,Rural,Teacher Training,Private Un-Aided
S-24846,D C S INTERNATIONAL INTER COLLEGE,Uttar Pradesh,Mathura,-,Rural,Teacher Training,Private Un-Aided
S-24710,D.C.S. TEACHERS TRAINING COLLEGE MAT ROAD RAYA MATHURA,Uttar Pradesh,Mathura,-,Rural,Teacher Training,Private Un-Aided
S-8792,DEBEN MAHATO PRIMARY TEACHER TRAINING INSTITUTE PURULIA,West Bengal,Purulia,2008,Rural,Teacher Training,Private Aided (Government Aided)
S-17328,DEBRA PRAMILA PTTI,West Bengal,Paschim Medinipur,2016,Rural,Teacher Training,Private Un-Aided
S-16258,"Deccan College of D.Ed, Medak",Telangana,Medak,2012,Rural,Teacher Training,Private Aided (Government Aided)
S-15142,"DECCAN D.ED COLLEGE, GULBARGA",Karnataka,Kalaburagi,2004,Rural,Teacher Training,Private Un-Aided
S-25758,DECCAN TEACHER TRAINING INSTITUTE ,Karnataka,Kalaburagi,2004,Urban,Teacher Training,Private Un-Aided
S-9166,D. ED. COLLEGE SAGAON SAGAON SANGLI,Maharashtra,Sangli,1990,Rural,Teacher Training,Private Un-Aided
S-9167,D. ED. URDU ADYAPAK VIDYALAYA GOUDAWN NAGPUR,Maharashtra,Nagpur,2006,Rural,Teacher Training,Private Un-Aided
S-25246,DEEPAK BHADAURIYA TEACHERS TRAINING COLLEGE,Uttar Pradesh,Kanpur Nagar,-,Urban,Teacher Training,Private Un-Aided
S-18947,DEEPAK DEPLOMA ELEMENTRY T T COLLEGE PAOTA,Rajasthan,Jaipur,2019,Urban,Teacher Training,Private Un-Aided
S-24805,"DEEP COLLEGE OF EDUCTION , VILL AMAURA , POST PANDHAN , LALGANJ , AZAMGARH , UP",Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-21659,DEEPSHIKHA INSTITUTE FOR CHILD DEVELOPMENT AND MENTAL HEALTH A UNIT OF PURSHREE,Jharkhand,Ranchi,-,Rural,Teacher Training,Private Un-Aided
S-24128,DEE TEE COLLEGE,Uttar Pradesh,Agra,-,Rural,Teacher Training,Private Un-Aided
S-25282,DELHI COLLEGE OF HIGHER EDUCATION SALARPUR MAWANA MEERUT,Uttar Pradesh,Meerut,-,Rural,Teacher Training,Private Un-Aided
S-13808,"Delhi College of Vocational Studies and Research, Baprola",Delhi,South West,2008,Rural,Teacher Training,Private Un-Aided
S-8793,DEROZIO PRIMARY TEACHERS TRAINING INSTITUTE NADIA,West Bengal,Nadia,2009,Rural,Teacher Training,Private Un-Aided
S-7488,DESH BHAGAT INSTITUTE OF EDUCATION MANDI GOBINDGARH,Punjab,Fatehgarh Sahib,2005,Rural,Teacher Training,Private Un-Aided
S-17332,DEULI GOVERNMENT PRIMARY TEACHERS TRAINING INSTITUTE,West Bengal,Paschim Medinipur,1960,Rural,Teacher Training,State Government
S-7832,DEVARAJAN TEACHER TRAINING INSTITUTE NAGAPATTINAM,Tamil Nadu,Nagapattinam,2006,Rural,Teacher Training,Private Un-Aided
S-23959,DEV COLLEGE OF EDUCATION VILL JULHEDA BARNAWA ROAD SARDHANA MEERUT,Uttar Pradesh,Meerut,-,Rural,Teacher Training,Private Un-Aided
S-19995,DEVI PRASAD SINGH SHAIKSHIK SANSTHAN BHARATGANJ GANIPUR RAMGANJ AMETHI,Uttar Pradesh,Amethi,2015,Rural,Teacher Training,Private Un-Aided
S-7194,DEVI RUKMANI SHIKSHA TRAINING INSTITUTE KHARGAON,Madhya Pradesh,Khargone (West Nimar),2008,Urban,Teacher Training,Private Un-Aided
S-24418,"DEVI SHYAMRATHI MAHILA MAHAVIDYALAYA PRASHIKSHAN SANSTHAN, PLOT NUMBER SIX HUNDRED EIGHTY EIGHT, BARSARA KHALSA, NIZAMABAD, AZAMGARH",Uttar Pradesh,Azamgarh,-,Rural,Teacher Training,Private Un-Aided
S-6977,DEVI VILASOM TEACHER TRAINING INSTITUTE KOLLAM,Kerala,Kollam,2005,Rural,Teacher Training,Private Un-Aided
S-18202,"Dev Kanya Shikshak Prashikshan Mahavidyalaya, Jahazpur",Rajasthan,Bhilwara,2016,Rural,Teacher Training,Private Un-Aided
S-25846,DEV NARAYAN TEACHER TRAINING INSTITUTE ,Bihar,Buxar,2023,Urban,Teacher Training,Private Un-Aided
S-23242,DEV WELFARE AND EDUCATION FOUNDATION HAZIPUR SINGHPUR MUMTAJ NAGAR AYODHYA,Uttar Pradesh,Ayodhya,2016,Rural,Teacher Training,Private Un-Aided
S-22456,DHAKUAKHANA NORMAL SCHOOL,Assam,Lakhimpur,-,Urban,Teacher Training,State Government
S-13774,"DHANALAKSHMI SRINIVASAN TEACHER TRAINING INSTITUTE, PERAMBALUR",Tamil Nadu,Perambalur,2004,Rural,Teacher Training,Private Un-Aided
S-8794,DHARMADA GOVT. PRIMARY TEACHERS TRAINING INSTITUTE NADIA,West Bengal,Nadia,1960,Rural,Teacher Training,State Government
S-23919,DHARMADEI KISHOR MAHAVIDYALAYA BADDHUPUR SADAR GHAZIPUR,Uttar Pradesh,Ghazipur,-,Rural,Teacher Training,Private Un-Aided
S-15787,DHATRIGRAM D. ED. COLLEGE,West Bengal,Purba Bardhaman,2015,Rural,Teacher Training,Private Un-Aided
S-6974,D.H.M TEACHER TRAINING INSTITUTE KOZHIKODE,Kerala,Kozhikode,2005,Rural,Teacher Training,Private Un-Aided
S-5800,DHORAJI SANCHALIT PTC COLLEGE RAJKOT,Gujarat,Rajkot,2002,Rural,Teacher Training,Private Aided (Government Aided)
S-17326,DHUPGURI PRIMARY TEACHERS TRAINING INSTITUTE,West Bengal,Jalpaiguri,2015,Urban,Teacher Training,Private Un-Aided
S-16816,DHYANESWAR SUBODH COLLEGE,West Bengal,Purba Medinipur,2013,Rural,Teacher Training,Private Un-Aided
S-12471,"DIET AMBIKAPUR, SURGUJA",Chhattisgarh,Surguja,1989,Urban,Teacher Training,State Government
S-5744,DIET ANSARI ROAD DARGA GANJ NEW DELHI,Delhi,Central,1994,Urban,Teacher Training,Central Government
S-5746,DIET BABA PHOOLA SINGH MARG OLD RAJENDRA NAGAR NEW DELHI,Delhi,West,1989,Urban,Teacher Training,State Government
S-5695,DIET BARPETA,Assam,Barpeta,1994,Rural,Teacher Training,State Government
S-21772,DIET BARWANI,Madhya Pradesh,Barwani,-,Urban,Teacher Training,State Government
S-12439,"DIET BASTER, BASTAR",Chhattisgarh,Bastar,2000,Urban,Teacher Training,State Government
S-12448,"DIET BEMETARA, DURG",Chhattisgarh,Bemetara,1989,Urban,Teacher Training,State Government
S-5696,DIET CACHAR,Assam,Cachar,1989,Rural,Teacher Training,State Government
S-5689,DIET CHANGLANG,Arunachal Pradesh,Changlang,1988,Urban,Teacher Training,State Government
S-7360,DIET CHIECHAMA KOHIMA,Nagaland,Kohima,1992,Rural,Teacher Training,Central Government
S-7340,DIET CHURACHANDPUR,Manipur,Churachandpur,1992,Urban,Teacher Training,State Government
S-12445,"DIET DANTEWADA, DANTEWADA",Chhattisgarh,Dakshin Bastar Dantewada,2005,Rural,Teacher Training,State Government
S-16208,"DIET, DAPORIJO",Arunachal Pradesh,Upper Subansiri,2008,Urban,Teacher Training,State Government
S-5697,DIET DARRANG,Assam,Darrang,1994,Rural,Teacher Training,State Government
S-21784,DIET DEWAS,Madhya Pradesh,Dewas,-,Rural,Teacher Training,State Government
S-8601,DIET DHALAI,Tripura,Dhalai,2004,Urban,Teacher Training,State Government
S-12461,"DIET DHARAMJAIGARH, RAIGARH",Chhattisgarh,Raigarh,1986,Urban,Teacher Training,State Government
S-20419,DIET DHEMAJI,Assam,Dhemaji,2014,Rural,Teacher Training,State Government
S-5698,DIET DHUBRI,Assam,Dhubri,1995,Urban,Teacher Training,State Government
S-5699,DIET DIBRUGARH,Assam,Dibrugarh,1994,Rural,Teacher Training,State Government
S-5748,"DIET DILSHAD GARDEN, NORTH EAST",Delhi,North East,2003,Urban,Teacher Training,State Government
S-16475,DIET DIMAPUR,Nagaland,Dimapur,2006,Urban,Teacher Training,State Government
S-5690,DIET DIRANG,Arunachal Pradesh,West Kameng,-,Urban,Teacher Training,State Government
S-7341,DIET D.M.COLLEGE CAMPUS IMPHAL,Manipur,Imphal West,1991,Urban,Teacher Training,State Government
S-5700,DIET DUDHNOI,Assam,Goalpara,1994,Rural,Teacher Training,State Government
S-6231,DIET GAMAHARIA SARAIKELA- KHARSAWAN,Jharkhand,Saraikela Kharsawan,-,Urban,Teacher Training,State Government
S-7670,DIET GANGTOK,Sikkim,Gangtok,1989,Rural,Teacher Training,State Government
S-5749,DIET GHUMMANHERA DELHI,Delhi,South West,1997,Rural,Teacher Training,State Government
S-5701,DIET GOLAGHAT,Assam,Golaghat,1996,Rural,Teacher Training,State Government
S-7342,DIET HNATHAM VILLAGE CHANDEL,Manipur,Chandel,2002,Rural,Teacher Training,State Government
S-17501,DIET IMPHAL EAST,Manipur,Imphal East,2016,Rural,Teacher Training,State Government
S-12453,"DIET JANJGIR, JANJGIR-CHAMPA",Chhattisgarh,Janjgir-Champa,2005,Urban,Teacher Training,State Government
S-12455,"DIET JASHPUR, JASHPUR",Chhattisgarh,Jashpur,-,Urban,Teacher Training,State Government
S-6233,DIET JASIDIH DEOGHAR,Jharkhand,Deoghar,-,Urban,Teacher Training,State Government
S-5702,DIET JORHAT,Assam,Jorhat,1989,Urban,Teacher Training,State Government
S-12465,"DIET KABIRDHAM, KAWARDHA",Chhattisgarh,Kabeerdham,2005,Rural,Teacher Training,State Government
S-5750,DIET KAKARDOEM DELHI,Delhi,East,1991,Urban,Teacher Training,State Government
S-7343,DIET KAKCHING,Manipur,Kakching,1992,Urban,Teacher Training,State Government
S-5703,DIET KAMRUP,Assam,Kamrup,1989,Rural,Teacher Training,State Government
S-12457,"DIET KANKER, KANKER",Chhattisgarh,Uttar Bastar Kanker,1959,Urban,Teacher Training,State Government
S-5704,DIET KARIMGANJ,Assam,Sribhumi,1995,Rural,Teacher Training,State Government
S-23990,DIET KAUSHAMBI,Uttar Pradesh,Kaushambi,-,Urban,Teacher Training,State Government
S-5751,DIET KESHAV PURAM DELHI,Delhi,North West,1989,Urban,Teacher Training,State Government
S-12469,"DIET KHAIRAGARH, RAJNANDGAON",Chhattisgarh,Rajnandgaon,1963,Urban,Teacher Training,State Government
S-25845,"DIET, KHUPA",Arunachal Pradesh,Anjaw,2013,Rural,Teacher Training,State Government
S-5705,DIET KOKRAJHAR,Assam,Kokrajhar,1989,Urban,Teacher Training,State Government
S-12459,"DIET KORBA, KORBA",Chhattisgarh,Korba,2005,Urban,Teacher Training,State Government
S-12460,"DIET KORIYA, KORIYA",Chhattisgarh,Korea,2005,Urban,Teacher Training,State Government
S-5706,DIET LAKHIMPUR,Assam,Lakhimpur,1994,Rural,Teacher Training,State Government
S-14915,DIET LAKHISARAI,Bihar,Lakhisarai,1954,Rural,Teacher Training,State Government
S-12462,"DIET MAHASAMUND, MAHASAMUND",Chhattisgarh,Mahasamund,2005,Urban,Teacher Training,State Government
S-7344,DIET MOIRANG BISHNUPUR,Manipur,Bishnupur,1997,Rural,Teacher Training,State Government
S-7361,DIET MOKOKCHUNG YIMYU COMPOUND MOKOKCHUNG,Nagaland,Mokokchung,1999,Rural,Teacher Training,State Government
S-16472,DIET MON,Nagaland,Mon,2007,Rural,Teacher Training,State Government
S-5707,DIET MORIGAON,Assam,Marigaon,1995,Urban,Teacher Training,State Government
S-5752,"DIET MOTIBAGH, NEW DELHI",Delhi,South,1989,Urban,Teacher Training,State Government
S-5709,DIET NAGAON,Assam,Nagaon,1989,Rural,Teacher Training,State Government
S-12447,"DIET NAGRI, DHAMTARI",Chhattisgarh,Dhamtari,1960,Urban,Teacher Training,State Government
S-5710,DIET NALBARI,Assam,Nalbari,1999,Rural,Teacher Training,State Government
S-5708,DIET N.C. HILLS,Assam,Dima Hasao,1995,Rural,Teacher Training,State Government
S-19630,DIET NEEMUCH,Madhya Pradesh,Neemuch,2008,Urban,Teacher Training,State Government
S-8602,DIET NORTH TRIPURA,Tripura,Unakoti,2004,Urban,Teacher Training,State Government
S-5691,DIET PAPUMPARE,Arunachal Pradesh,Papum Pare,2000,Urban,Teacher Training,State Government
S-5692,DIET PASIGHAT,Arunachal Pradesh,East Siang,2000,Rural,Teacher Training,State Government
S-12441,"DIET PENDRA, BILASPUR",Chhattisgarh,Bilaspur,1989,Urban,Teacher Training,State Government
S-16471,"DIET,PFUTSERO",Nagaland,Phek,2007,Rural,Teacher Training,State Government
S-12463,"DIET RAIPUR, RAIPUR",Chhattisgarh,Raipur,1988,Urban,Teacher Training,State Government
S-6234,DIET RATU RANCHI,Jharkhand,Ranchi,-,Urban,Teacher Training,-
S-5693,DIET ROING,Arunachal Pradesh,Lower Dibang Valley,2000,Urban,Teacher Training,State Government
S-7345,DIET SENAPATI,Manipur,Senapati,1997,Rural,Teacher Training,State Government
S-5694,DIET SEPPA,Arunachal Pradesh,East Kameng,2000,Urban,Teacher Training,State Government
S-5753,DIET SKV SCHOOL COMPLEX R K PURAM SEC - VII NEW DELHI,Delhi,New Delhi,2003,Urban,Teacher Training,State Government
S-5711,DIET SONARI,Assam,Sivasagar,1996,Rural,Teacher Training,State Government
S-5712,DIET SONITPUR,Assam,Sonitpur,1989,Urban,Teacher Training,State Government
S-8603,DIET SOUTH TRIPURA,Tripura,South Tripura,1959,Rural,Teacher Training,State Government
S-7346,DIET TAMEI TAMENGLONG,Manipur,Tamenglong,2002,Rural,Teacher Training,State Government
S-19636,DIET TIKAPATTI KATIHAR,Bihar,Katihar,1948,Rural,Teacher Training,State Government
S-7362,DIET TUENSANG,Nagaland,Tuensang,1999,Urban,Teacher Training,State Government
S-7347,DIET UKHRUL HUNDUNG,Manipur,Ukhrul,2002,Rural,Teacher Training,State Government
S-16580,"DIET,west",Sikkim,Gyalshing,2010,Rural,Teacher Training,State Government
S-8604,DIET WEST TRIPURA,Tripura,West Tripura,1954,Urban,Teacher Training,State Government
S-16474,DIET WOKHA,Nagaland,Wokha,2014,Urban,Teacher Training,State Government
S-16473,DIET ZUNHEBOTO,Nagaland,Zunheboto,2014,Urban,Teacher Training,Central Government
S-14963,Dileep Ekambekar D.T.ED College Udgir,Maharashtra,Latur,2002,Rural,Teacher Training,Private Aided (Government Aided)
S-23775,DIRGAJ PRASAD SINGH SHIKSHAN PRASHIKSHAN SANSTHAN,Uttar Pradesh,Ambedkar Nagar,2016,Rural,Teacher Training,Private Un-Aided
S-21957,DISHA SPECIAL TEACHER TRAINING INSTITUTE DAUSA,Rajasthan,Dausa,-,Rural,Teacher Training,Private Un-Aided
S-14762,"DISTRICT EDUCATION AND TRAINING INSTITUTE, AJJOWAL, HOSHIARPUR",Punjab,Hoshiarpur,1993,Rural,Teacher Training,State Government
S-14469,"DISTRICT INSTITUTE FOR EDUCATION AND TRAINING, BHAGALPUR",Bihar,Bhagalpur,1961,Urban,Teacher Training,State Government
S-14470,"DISTRICT INSTITUTE FOR EDUCATION AND TRAINING, SHEOHAR",Bihar,Sheohar,1959,Urban,Teacher Training,State Government
S-14856,"DISTRICT INSTITUTE FOR EDUCATION AND TRAINING, SHREE NAGAR",Bihar,Purnia,1959,Rural,Teacher Training,State Government
S-14548,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, CHAMPHAI",Mizoram,Champhai,2005,Urban,Teacher Training,Central Government
S-14552,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, KOLASIB",Mizoram,Kolasib,2005,Rural,Teacher Training,Central Government
S-14550,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, LAWNGTLAI",Mizoram,Lawngtlai,2005,Rural,Teacher Training,State Government
S-14551,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, MAMIT",Mizoram,Mamit,2005,Rural,Teacher Training,State Government
S-8815,DISTRICT INSTITUTE FOR EDUCATION & TRAINING PURBA MEDINIPUR,West Bengal,Purba Medinipur,1970,Rural,Teacher Training,State Government
S-14547,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, SAIHA",Mizoram,Siaha,2004,Urban,Teacher Training,State Government
S-14549,"DISTRICT INSTITUTE FOR EDUCATION & TRAINING, SERCHHIP",Mizoram,Serchhip,2005,Rural,Teacher Training,State Government
S-16207,District Institute Of Education And Training,Sikkim,Namchi,2010,Urban,Teacher Training,State Government
S-17331,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,West Bengal,South 24 Parganas,2006,Rural,Teacher Training,State Government
S-20752,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,West Bengal,Dakshin Dinajpur,1970,Rural,Teacher Training,State Government
S-21811,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,Jharkhand,Hazaribagh,-,Urban,Teacher Training,State Government
S-16476,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,Bihar,Araria,2012,Urban,Teacher Training,State Government
S-16923,DISTRICT INSTITUTE OF EDUCATION AND TRAINING,West Bengal,Paschim Medinipur,2016,Rural,Teacher Training,State Government
S-17483,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, ABDARPUR, BIRBHUM",West Bengal,Birbhum,2006,Rural,Teacher Training,State Government
S-7843,DISTRICT INSTITUTE OF EDUCATION AND TRAINING ADUTHURAI THANJAVUR,Tamil Nadu,Thanjavur,1990,Urban,Teacher Training,State Government
S-24125,DISTRICT INSTITUTE OF EDUCATION AND TRAINING AGRA,Uttar Pradesh,Agra,-,Urban,Teacher Training,State Government
S-6978,DISTRICT INSTITUTE OF EDUCATION AND TRAINING ALAPPUZHA,Kerala,Alappuzha,1992,Urban,Teacher Training,State Government
S-9201,DISTRICT INSTITUTE OF EDUCATION AND TRAINING AMAJOGAI BEED,Maharashtra,Beed,1995,Rural,Teacher Training,State Government
S-7490,DISTRICT INSTITUTE OF EDUCATION AND TRAINING AMRITSAR,Punjab,Amritsar,1989,Urban,Teacher Training,State Government
S-6334,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BAGALKOT,Karnataka,Bagalkote,1963,Urban,Teacher Training,State Government
S-20421,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BAGHMARA,Meghalaya,South Garo Hills,2003,Urban,Teacher Training,State Government
S-20856,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BAGRUL HARDA,Madhya Pradesh,Harda,-,Rural,Teacher Training,State Government
S-7195,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BALAGHAT,Madhya Pradesh,Balaghat,-,Urban,Teacher Training,-
S-20183,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BANKA,Bihar,Banka,1963,Urban,Teacher Training,State Government
S-7491,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BATHINDA,Punjab,Bathinda,1994,Rural,Teacher Training,State Government
S-6335,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BELLARY,Karnataka,Ballari,1993,Urban,Teacher Training,State Government
S-7196,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BETUL,Madhya Pradesh,Betul,-,Rural,Teacher Training,-
S-7197,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BHIND,Madhya Pradesh,Bhind,-,-,Teacher Training,State Government
S-7198,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BHOPAL,Madhya Pradesh,Bhopal,1989,Urban,Teacher Training,State Government
S-6336,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BIDAR,Karnataka,Bidar,1986,Urban,Teacher Training,State Government
S-6215,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BILASPUR,Himachal Pradesh,Bilaspur,1996,Rural,Teacher Training,State Government
S-16824,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, BONGAIGAON",Assam,Bongaigaon,2013,Rural,Teacher Training,State Government
S-9190,DISTRICT INSTITUTE OF EDUCATION AND TRAINING BULDHANA BULDHANA,Maharashtra,Buldhana,1995,Urban,Teacher Training,State Government
S-17249,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, BURDWAN",West Bengal,Purba Bardhaman,2006,Rural,Teacher Training,State Government
S-6216,DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHAMBA,Himachal Pradesh,Chamba,1996,Rural,Teacher Training,State Government
S-13943,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, CHANDRAPUR",Maharashtra,Chandrapur,1995,Urban,Teacher Training,State Government
S-18347,DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHHANDAR BANKURA,West Bengal,Bankura,2004,Rural,Teacher Training,State Government
S-7199,DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHHATARPUR,Madhya Pradesh,Chhatarpur,1960,Urban,Teacher Training,State Government
S-6337,DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHIKMAGALORE,Karnataka,Chikkamagaluru,1993,Urban,Teacher Training,State Government
S-7200,DISTRICT INSTITUTE OF EDUCATION AND TRAINING CHINDWADA,Madhya Pradesh,Chhindwara,1990,Urban,Teacher Training,State Government
S-17486,DISTRICT INSTITUTE OF EDUCATION AND  TRAINING COIMBATORE,Tamil Nadu,Coimbatore,2016,Urban,Teacher Training,State Government
S-7844,DISTRICT INSTITUTE OF EDUCATION AND TRAINING COIMBATORE,Tamil Nadu,Tiruppur,1988,Rural,Teacher Training,State Government
S-20048,DISTRICT INSTITUTE OF EDUCATION AND TRAINING COLLEGE DIET MOTIHARI PURBI CHAMPARAN,Bihar,Purbi Champaran,1956,Urban,Teacher Training,State Government
S-6338,DISTRICT INSTITUTE OF EDUCATION AND TRAINING COORG,Karnataka,Kodagu,1993,Rural,Teacher Training,State Government
S-20188,"District Institute of Education and Training-cum-Primary Teachers Education College, Sasaram",Bihar,Rohtas,1976,Urban,Teacher Training,State Government
S-7201,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DAMOH,Madhya Pradesh,Damoh,1988,Urban,Teacher Training,State Government
S-15852,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, DARBHANGA",Bihar,Darbhanga,1946,Urban,Teacher Training,State Government
S-7202,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DATIA,Madhya Pradesh,Datia,-,Urban,Teacher Training,-
S-6339,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DAVANAGERE,Karnataka,Davanagere,1993,Urban,Teacher Training,State Government
S-7203,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DEWAS,Madhya Pradesh,Dewas,1992,Urban,Teacher Training,State Government
S-7204,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHAR,Madhya Pradesh,Dhar,1990,Urban,Teacher Training,State Government
S-6217,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHARAMSHALA KANGRA,Himachal Pradesh,Kangra,1995,Urban,Teacher Training,Central Government
S-17452,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, DHARMAPURI",Tamil Nadu,Dharmapuri,2007,Rural,Teacher Training,State Government
S-6340,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHARWAD,Karnataka,Dharwad,1856,Urban,Teacher Training,State Government
S-9199,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DHULE DHULE,Maharashtra,Dhule,1995,Urban,Teacher Training,State Government
S-9198,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DIET C O GUJARATI HIGH SCHOOL WAKHARBAG SANGLI,Maharashtra,Sangli,1997,Urban,Teacher Training,State Government
S-17870,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING (DIET) DUMRA, SITAMARHI",Bihar,Sitamarhi,1998,Urban,Teacher Training,State Government
S-17383,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING (DIET), MALDA",West Bengal,Malda,1964,Rural,Teacher Training,State Government
S-20193,"District Institute of Education and Training (DIET), Narar, Madhubani",Bihar,Madhubani,1959,Rural,Teacher Training,State Government
S-20511,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DIET RAMBAGH MUZAFFARPUR,Bihar,Muzaffarpur,1956,Urban,Teacher Training,State Government
S-18258,DISTRICT INSTITUTE OF EDUCATION AND TRAINING(DIET) SHEIKHPURA,Bihar,Sheikhpura,2013,Urban,Teacher Training,State Government
S-7845,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DINDIGUL,Tamil Nadu,Dindigul,1993,Urban,Teacher Training,State Government
S-20427,DISTRICT INSTITUTE OF EDUCATION AND TRAINING DUMRAON BUXAR,Bihar,Buxar,2012,Urban,Teacher Training,State Government
S-6979,DISTRICT INSTITUTE OF EDUCATION AND TRAINING ERNAKULAM,Kerala,Ernakulam,1991,Rural,Teacher Training,State Government
S-7492,DISTRICT INSTITUTE OF EDUCATION AND TRAINING FATEHGARH SAHIB FATEHGARH SAHI,Punjab,Fatehgarh Sahib,1998,Urban,Teacher Training,State Government
S-7493,DISTRICT INSTITUTE OF EDUCATION AND TRAINING FEROZEPUR,Punjab,Ferozepur,1990,Urban,Teacher Training,State Government
S-9202,DISTRICT INSTITUTE OF EDUCATION AND TRAINING GADCHIROLI GADCHIROLI,Maharashtra,Gadchiroli,1997,Urban,Teacher Training,State Government
S-9194,DISTRICT INSTITUTE OF EDUCATION AND TRAINING GODHANI ROAD YAVATMAL,Maharashtra,Yavatmal,1995,Rural,Teacher Training,State Government
S-7205,DISTRICT INSTITUTE OF EDUCATION AND TRAINING GUNA,Madhya Pradesh,Guna,1991,Rural,Teacher Training,State Government
S-7494,DISTRICT INSTITUTE OF EDUCATION AND TRAINING GURDASPUR,Punjab,Gurdaspur,1989,Urban,Teacher Training,State Government
S-7206,DISTRICT INSTITUTE OF EDUCATION AND TRAINING GWALIOR,Madhya Pradesh,Gwalior,-,Urban,Teacher Training,State Government
S-6218,DISTRICT INSTITUTE OF EDUCATION AND TRAINING HAMIRPUR,Himachal Pradesh,Hamirpur,1995,Rural,Teacher Training,State Government
S-6341,DISTRICT INSTITUTE OF EDUCATION AND TRAINING HASSAN,Karnataka,Hassan,1993,Urban,Teacher Training,State Government
S-21886,"DISTRICT INSTITUTE OF EDUCATION AND TRAINING, HOOGHLY",West Bengal,Hooghly,-,Rural,Teacher Training,State Government
