Aishe Code,Name,State,District,Year Of Establishment,Location,Standalone Type,Manegement
S-21481,MKES INSTITUTE OF MANAGEMENT STUDIES AND RESEARCH,Maharashtra,Mumbai Suburban,-,Urban,PGDM Institutes,Private Un-Aided
S-21909,MKM INSTITUTE OF PGDM,Haryana,Palwal,-,Urban,PGDM Institutes,Private Un-Aided
S-20555,MOTI LAL RASTOGI SCHOOL OF MANAGEMENT,Uttar Pradesh,Lucknow,-,Urban,PGDM Institutes,Private Un-Aided
S-148,M S RAMAIAH INSTITUTE OF MANAGEMENT,Karnataka,Bengaluru Urban,1995,Urban,PGDM Institutes,Private Un-Aided
S-26401,MUTHOOT BUSINESS SCHOOL,Kerala,Ernakulam,2025,Rural,PGDM Institutes,Private Un-Aided
S-19402,MY INSTITUTE OF MANAGEMENT,Madhya Pradesh,Mandsaur,2020,Rural,PGDM Institutes,Private Un-Aided
S-14858,MYRA School of Business,Karnataka,Mysuru,2012,Rural,PGDM Institutes,Private Un-Aided
S-14553,"NATIONAL INSTITUTE OF AGRICULTURAL EXTENSION MANAGEMENT, HYDERABAD",Telangana,Ranga Reddy,1987,Urban,PGDM Institutes,Central Government
S-14565,"NATIONAL INSTITUTE OF BANK MANAGEMENT, PUNE",Maharashtra,Pune,1969,Urban,PGDM Institutes,Private Un-Aided
S-22653,NATIONAL INSTITUTE OF RURAL DEVELOPMENT AND PANCHAYATI RAJ,Telangana,Ranga Reddy,-,Urban,PGDM Institutes,Central Government
S-14750,"NATIONAL INSURANCE ACADEMY, PUNE",Maharashtra,Pune,1980,Urban,PGDM Institutes,Private Un-Aided
S-21329,NEW DELHI INSTITUTE OF INFORMATION AND TECHNOLOGY,Delhi,South East,-,Urban,PGDM Institutes,Private Aided (Government Aided)
S-20413,NEW DELHI INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT,Delhi,South,-,Urban,PGDM Institutes,Private Un-Aided
S-78,NEW DELHI INSTITUTE OF MANAGEMENT,Delhi,South East,1992,Urban,PGDM Institutes,Private Un-Aided
S-17737,NEW ERA COLLEGE OF MANAGEMENT,Madhya Pradesh,Indore,2017,Rural,PGDM Institutes,Private Un-Aided
S-25296,NICMAR INSTITUTE OF CONSTRUCTION MANAGEMENT AND RESEARCH    ,Haryana,Jhajjar,-,Rural,PGDM Institutes,Private Un-Aided
S-26463,"NIET BUSINESS SCHOOL, GREATER NOIDA",Uttar Pradesh,Gautam Buddha Nagar,2006,Urban,PGDM Institutes,Private Un-Aided
S-448,NIMT GREATER NOIDA,Uttar Pradesh,Gautam Buddha Nagar,2008,Urban,PGDM Institutes,Private Un-Aided
S-313,NIMT INSTITUTE OF MANAGEMENT,Rajasthan,Jaipur,-,-,PGDM Institutes,Private Un-Aided
S-10936,NIPS SCHOOL OF HOTEL MANAGEMENT NORTH 24 PARGANAS,West Bengal,Kolkata,2009,Urban,PGDM Institutes,Private Un-Aided
S-152,NITTE EDUCATION TRUST SCHOOL OF MANAGEMENT,Karnataka,Bengaluru Rural,2009,Rural,PGDM Institutes,Private Un-Aided
S-234,N.L.DALMIA INSTITUTE OF MANAGEMENT STUDIES & RESEARCH,Maharashtra,Thane,1995,Urban,PGDM Institutes,Private Un-Aided
S-22413,NRI SCHOOL OF MANAGEMENT STUDIES,Madhya Pradesh,Bhopal,-,Urban,PGDM Institutes,Private Un-Aided
S-19470,NSB WORLD BUSINESS SCHOOL,Karnataka,Bengaluru Urban,-,Urban,PGDM Institutes,Private Un-Aided
S-10938,NSHM SCHOOL OF HOTEL MANAGEMENT BARDHAMAN,West Bengal,Purba Bardhaman,2009,Urban,PGDM Institutes,Private Un-Aided
S-18097,NTPC School of Business,Uttar Pradesh,Gautam Buddha Nagar,-,Urban,PGDM Institutes,Central Government
S-268,ODM BUSINESS SCHOOL,Odisha,Khordha,2009,Urban,PGDM Institutes,Private Un-Aided
S-19678,OMEGA BUSINESS SCHOOL,Telangana,MEDCHAL MALKAJGIRI,2020,Rural,PGDM Institutes,Private Un-Aided
S-235,ORIENTAL SCHOOL OF BUSINESS,Maharashtra,Thane,2008,Urban,PGDM Institutes,Private Un-Aided
S-18980,OXFORD COLLEGE OF MANAGEMENT,Madhya Pradesh,Indore,-,Rural,PGDM Institutes,Private Un-Aided
S-487,PAILAN COLLEGE OF MANAGEMENT AND TECHNOLOGY (PGDM DIVISION),West Bengal,Kolkata,2013,Urban,PGDM Institutes,Private Un-Aided
S-19474,PARAKH COLLEGE BHOPAL,Madhya Pradesh,Bhopal,2019,Rural,PGDM Institutes,Private Un-Aided
S-14944,PARK GLOBAL SCHOOL OF BUSINESS EXCELLENCE CHENNAI,Tamil Nadu,Kancheepuram,2009,Rural,PGDM Institutes,Private Un-Aided
S-14994,PARK GLOBAL SCHOOL OF BUSINESS EXCELLENCE COIMBATORE,Tamil Nadu,Coimbatore,-,Rural,PGDM Institutes,Private Un-Aided
S-19660,PATEL INSTITUTE OF MANAGEMENT STUDIES,Madhya Pradesh,Indore,-,Rural,PGDM Institutes,Private Un-Aided
S-20412,PATEL INSTITUTE OF MANAGEMENT STUDIES BHOPAL,Madhya Pradesh,Bhopal,-,Rural,PGDM Institutes,Private Un-Aided
S-20812,PEARL ACADEMY,Karnataka,Bengaluru Urban,-,Urban,PGDM Institutes,Private Un-Aided
S-20853,PEARL ACADEMY,Delhi,South,-,Urban,PGDM Institutes,Private Un-Aided
S-19645,PHOENIX COLLEGE,Madhya Pradesh,Ratlam,-,Rural,PGDM Institutes,Private Un-Aided
S-26832,PLANET FINANCE BUSINESS SCHOOL,Andhra Pradesh,Eluru,2024,Urban,PGDM Institutes,Private Un-Aided
S-22464,PMA SAFI HUMAN RESOURCES INSTITUTE,Kerala,Malappuram,-,Rural,PGDM Institutes,Private Un-Aided
S-19753,PML SD BUSINESS SCHOOL,Chandigarh,Chandigarh,2020,Urban,PGDM Institutes,Private Un-Aided
S-25711,PODDAR BUSINESS SCHOOL,Rajasthan,Jaipur,2022,Urban,PGDM Institutes,Private Un-Aided
S-27216,PRABHU KAILASH INSTITUTE OF MANAGEMENT,Bihar,Aurangabad,2024,Rural,PGDM Institutes,Private Un-Aided
S-18504,PRAXIS BUSINESS SCHOOL,West Bengal,South 24 Parganas,2018,Rural,PGDM Institutes,Private Un-Aided
S-22463,PRAYAGA INSTITUTE OF MANAGEMENT STUDIES,Kerala,Palakkad,-,Urban,PGDM Institutes,Private Un-Aided
S-286,PRESIDENCY COLLEGE BERHAMPUR,Odisha,Ganjam,2009,Rural,PGDM Institutes,Private Un-Aided
S-26000,PRESTIGE INSTITUTE OF BUSINESS MANAGEMENT,Madhya Pradesh,Indore,2024,Urban,PGDM Institutes,Private Un-Aided
S-21129,PRESTIGE INSTITUTE OF GLOBAL MANAGEMENT,Madhya Pradesh,Indore,2019,Urban,PGDM Institutes,Private Un-Aided
S-153,PRIN L N WELINGKAR INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH,Karnataka,Bengaluru Urban,2008,Urban,PGDM Institutes,Private Un-Aided
S-19472,PRIN L N WELINGKAR INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH PGDM,Maharashtra,Mumbai,1977,Urban,PGDM Institutes,Private Un-Aided
S-47,PRISM SCHOOL OF BUSINESS AND ENTREPRENEURSHIP,Chhattisgarh,Durg,2010,Rural,PGDM Institutes,Private Un-Aided
S-20936,PUNE BUSINESS SCHOOL,Maharashtra,Pune,2020,Urban,PGDM Institutes,Private Un-Aided
S-241,PUNE INSTITUTE OF BUSINESS MANAGEMENT FOR PGDM,Maharashtra,Pune,2010,Urban,PGDM Institutes,Private Un-Aided
S-164,RAJAGIRI BUSINESS SCHOOL,Kerala,Ernakulam,2008,Urban,PGDM Institutes,Private Un-Aided
S-18891,RAJALAKSHMI SCHOOL OF BUSINESS,Tamil Nadu,Thiruvallur,2015,Urban,PGDM Institutes,Private Un-Aided
S-20822,RAMACHANDRAN INTERNATIONAL INSTITUTE OF MANAGEMENT,Maharashtra,Pune,2021,Urban,PGDM Institutes,Private Un-Aided
S-20199,RAMAIAH INSTITUTE OF MANAGEMENT STUDIES,Karnataka,Bengaluru Urban,2007,Urban,PGDM Institutes,Private Un-Aided
S-10943,RAMAKRISHNA MISSION SHILPAMANDIRA HOWRAH,West Bengal,Howrah,2001,Urban,PGDM Institutes,Private Un-Aided
S-23174,RAMAMANI INSTITUTE OF MANAGEMENT AND TECHNOLOGY,Odisha,Khordha,2024,Urban,PGDM Institutes,Private Un-Aided
S-454,RAMESH CHAND INSTITUTE OF MANAGEMENT(RCIM),Uttar Pradesh,Ghaziabad,2008,Rural,PGDM Institutes,Private Un-Aided
S-20549,RANI RUPMATI COLLEGE OF MANAGEMENT,Madhya Pradesh,Dhar,2021,Rural,PGDM Institutes,Private Un-Aided
S-19640,RCM GLOBAL B SCHOOL,Odisha,Khordha,2020,Urban,PGDM Institutes,Private Un-Aided
S-20818,REGIONAL COLLEGE OF MANAGEMENT AND ENTREPRENEURSHIP,Karnataka,Bengaluru Rural,2016,Rural,PGDM Institutes,Private Un-Aided
S-41,REGIONAL INSTITUTE OF COOPERATIVE MANAGEMENT,Chandigarh,Chandigarh,-,Urban,PGDM Institutes,-
S-50,RITEE BUSINESS SCHOOL (RIBS) RAIPUR,Chhattisgarh,Raipur,2009,Urban,PGDM Institutes,Private Un-Aided
S-27042,RMS BUSINESS SCHOOL GURGAON,Haryana,Gurugram,2023,Rural,PGDM Institutes,Private Un-Aided
S-15308,RUDRA GROUP OF INSTITUTIONS,Uttar Pradesh,Meerut,2010,Rural,PGDM Institutes,Private Un-Aided
S-165,SADANAM INSTITUTE OF COMMERCE AND MANAGEMENT STUDIES,Kerala,Palakkad,2008,Rural,PGDM Institutes,Private Un-Aided
S-19600,SAI NATH COLLEGE OF MANAGEMENT,Madhya Pradesh,Gwalior,-,Urban,PGDM Institutes,Private Un-Aided
S-19563,SAMATA LOK SHIKSHANA SAMITI GULBARGA GANGOTRI COLLEGE OF PHARMACY ALAND,Karnataka,Kalaburagi,-,Urban,PGDM Institutes,Private Un-Aided
S-183,SANGHVI INSTITUTE OF MANAGEMENT AND SCIENCES(PGDM),Madhya Pradesh,Indore,2008,Rural,PGDM Institutes,Private Un-Aided
S-18983,Sapient Institute of Management Studies,Madhya Pradesh,Indore,2009,Rural,PGDM Institutes,Private Un-Aided
S-17634,SAPPHIRE INSTITUTE OF BUSINESS MANAGEMENT INDORE,Madhya Pradesh,Indore,2015,Rural,PGDM Institutes,Private Un-Aided
S-18285,SAPPHIRE INSTITUTE OF MANAGEMENT,Madhya Pradesh,Indore,2018,Rural,PGDM Institutes,Private Un-Aided
S-26193,SARALA INSTITUTE OF MANAGMENT STUDIES,Odisha,Jagatsinghapur,2025,Rural,PGDM Institutes,Private Un-Aided
S-17738,SARDAR PATEL MAHAVIDHYALAY,Madhya Pradesh,Rajgarh,2018,Rural,PGDM Institutes,Private Un-Aided
S-19641,SASMIRAS BUSINESS SCHOOL,Maharashtra,Mumbai,2017,Urban,PGDM Institutes,Private Un-Aided
S-18431,SCHOLARS PUBLIC SCHOOL,Madhya Pradesh,Indore,-,Rural,PGDM Institutes,Private Un-Aided
S-16438,SCHOOL  OF  INDIAN  HOTEL  MANAGEMENT,West Bengal,Nadia,1987,Urban,PGDM Institutes,Private Un-Aided
S-22435,SCHOOL OF INNOVATION AND MANAGEMENT,Telangana,Hyderabad,-,Urban,PGDM Institutes,Private Un-Aided
S-14859,"SCHOOL OF RURAL MANAGEMENT, BHADWASA",Madhya Pradesh,Ratlam,2014,Rural,PGDM Institutes,Private Un-Aided
S-166,SCMS COCHIN SCHOOL OF BUSINESS,Kerala,Ernakulam,1992,Rural,PGDM Institutes,Private Un-Aided
S-154,SDM INSTITUTE FOR MANAGEMENT DEVELOPMENT,Karnataka,Mysuru,1993,Urban,PGDM Institutes,Private Un-Aided
S-20279,SHAKUNTALA DEVI D ED COLLEGE,Madhya Pradesh,Indore,2021,Rural,PGDM Institutes,Private Un-Aided
S-100,SHANTI BUSINESS SCHOOL,Gujarat,Ahmedabad,2010,Rural,PGDM Institutes,Private Un-Aided
S-51,SHIVALIK INSTITUTE OF MANAGEMENT EDUCATION AND RESEARCH,Chhattisgarh,Durg,2007,Rural,PGDM Institutes,Private Un-Aided
S-20581,SHREE BALAJI INSTITUTE OF PROFESSIONAL STUDIES,Madhya Pradesh,Indore,-,Rural,PGDM Institutes,Private Un-Aided
S-20950,SHRI GAJANAN SHIKSHA SAMITI COLLEGE KIWLARI SOHAGPUR,Madhya Pradesh,Narmadapuram,2020,Rural,PGDM Institutes,Private Un-Aided
S-245,SIES School of Business Studies,Maharashtra,Thane,1995,Urban,PGDM Institutes,Private Un-Aided
S-21056,SILVER OAK INSTITUTE OF BUSINESS MANAGEMENT,Gujarat,Ahmedabad,-,Urban,PGDM Institutes,Private Un-Aided
S-18790,SIVA SIVANI INSTITUTE OF MANAGEMENT,Telangana,MEDCHAL MALKAJGIRI,1992,Urban,PGDM Institutes,Private Un-Aided
S-22655,SKS INSTITUTE OF BUSINESS STUDIES,Madhya Pradesh,Indore,-,-,PGDM Institutes,Private Un-Aided
S-19593,SMT JAYSHREE SHARADCHANDRA KOTHARI BUSINESS SCHOOL,Maharashtra,Mumbai,2018,Urban,PGDM Institutes,Private Un-Aided
S-19112,Soil School of Business Design,Haryana,Gurugram,2019,Urban,PGDM Institutes,Private Un-Aided
S-18259,SOPHITORIUM MANAGEMENT COLLEGE,Odisha,Khordha,2017,Rural,PGDM Institutes,Private Un-Aided
S-22468,SPARSH GLOBAL BUSINESS SCHOOL,Uttar Pradesh,Gautam Buddha Nagar,-,Urban,PGDM Institutes,Private Un-Aided
S-244,S. P. JAIN INSTITUTE OF MANAGEMENT AND RESEARCH,Maharashtra,Mumbai Suburban,-,Urban,PGDM Institutes,Private Un-Aided
S-20558,S R COLLEGE,Madhya Pradesh,Bhopal,-,Rural,PGDM Institutes,Private Un-Aided
S-82,SRI SHARADA INSTITUTE OF INDIAN MANAGEMENT RESEARCH,Delhi,South West,-,Urban,PGDM Institutes,-
S-21314,SRI SUKHMANI INSTITUTE OF MANAGEMENT,Delhi,South West,2008,Urban,PGDM Institutes,Private Un-Aided
S-84,SRI SUKHMANT INSTITUTE OF MANAGEMENT,Delhi,South West,-,-,PGDM Institutes,-
S-22467,STANFORD BUSINESS SCHOOL,Punjab,Jalandhar,-,Urban,PGDM Institutes,Private Un-Aided
S-20733,ST FRANCIS INSTITUTE OF MANAGEMENT AND RESEARCH PGDM,Maharashtra,Mumbai,2012,Urban,PGDM Institutes,Private Un-Aided
S-18645,St Josephs Institute of Management,Karnataka,Bengaluru Urban,1996,Urban,PGDM Institutes,Private Un-Aided
S-19652,ST JOSEPHS PGDM COLLEGE,Telangana,Hyderabad,2020,Urban,PGDM Institutes,Private Aided (Government Aided)
S-892,ST. KABIR INSTITUTE OF PROFESSIONAL STUDIES,Gujarat,Ahmedabad,2008,Urban,PGDM Institutes,Private Un-Aided
S-26659,ST MARYS PGDM COLLEGE    ,Telangana,YADADRI BHUVANAGIRI,2020,Rural,PGDM Institutes,Private Un-Aided
S-20959,ST XAVIERS COLLEGE,Karnataka,Bengaluru Urban,-,Urban,PGDM Institutes,Private Un-Aided
S-20726,SURYADATTA INSTITUTE OF MANAGEMENT AND MASS COMMUNICATION PGDM,Maharashtra,Pune,2020,Rural,PGDM Institutes,Private Un-Aided
S-19752,SVIMS BUSINESS SCHOOL,Maharashtra,Mumbai,2017,Urban,PGDM Institutes,Private Un-Aided
S-19467,SWATANTRA SAINANI INSTITUTE OF BUSINESS MANAGEMENT,Madhya Pradesh,Indore,2020,Rural,PGDM Institutes,Private Un-Aided
S-20847,SYNERGY INSTITUTE OF MANAGEMENT MAHESHWAR,Madhya Pradesh,Khargone (West Nimar),-,Rural,PGDM Institutes,Private Un-Aided
S-14541,"TAXILA BUSINESS SCHOOL, MANSAROVAR",Rajasthan,Jaipur,2003,Urban,PGDM Institutes,Private Un-Aided
S-19683,TDL COLLEGE OF TECHNOLOGY AND MANAGEMENT,Uttar Pradesh,Lucknow,-,Urban,PGDM Institutes,Private Un-Aided
S-13967,"TECHNO INSTITUTE OF MANAGEMENT SCIENCES, LUCKNOW",Uttar Pradesh,Lucknow,2010,Rural,PGDM Institutes,Private Un-Aided
S-21178,TECNIA INSTITUTE OF ADVANCED STUDIES CDL,Delhi,North West,2008,Urban,PGDM Institutes,Private Un-Aided
S-19643,THAKUR GLOBAL BUSINESS SCHOOL,Maharashtra,Mumbai Suburban,2020,Urban,PGDM Institutes,Private Un-Aided
S-18336,The Institute for Cost and Management Studies,Kerala,Malappuram,-,Urban,PGDM Institutes,Private Un-Aided
S-20556,THIAGARAJAR SCHOOL OF BUSINESS,Tamil Nadu,Madurai,2020,Urban,PGDM Institutes,Private Un-Aided
S-104,UDAYBHANSINHJI REGIONAL INSTITUTE OF CO-OPERATIVE MANAGEMENT,Gujarat,Gandhinagar,2008,Urban,PGDM Institutes,Central Government
S-475,UTKARSH COLLEGE OF MANAGEMENT EDUCATION,Uttar Pradesh,Bareilly,2009,Rural,PGDM Institutes,Private Un-Aided
S-261,VAIKUNTH MEHTA NATIONAL INSTITUTE OF COOPERATIVE MANAGEMENT,Maharashtra,Pune,1967,Urban,PGDM Institutes,Central Government
S-18427,VEENA VADINI COLLEGE OF MANAGEMENT,Madhya Pradesh,Gwalior,2019,Urban,PGDM Institutes,Private Un-Aided
S-35,VIGNANA JYOTHI INSTITUTE OF MANAGEMENT,Telangana,Ranga Reddy,1993,Urban,PGDM Institutes,Private Un-Aided
S-19679,VIKAS EDUCATION AND ENVIRONMENT ACADEMY,Madhya Pradesh,Gwalior,2020,Rural,PGDM Institutes,Private Aided (Government Aided)
S-36,VISHWA VISHWANI INSTITUTE OF SYSTEMS AND MANGEMENT,Telangana,Hyderabad,2005,Urban,PGDM Institutes,Private Un-Aided
S-479,VISION INSTITUTE OF MANAGEMENT,Uttar Pradesh,Kanpur Nagar,2010,Urban,PGDM Institutes,Private Un-Aided
S-19534,VIVEKANAND EDUCATION SOCIETYS BUSINESS SCHOOL,Maharashtra,Mumbai Suburban,2020,Urban,PGDM Institutes,Private Un-Aided
S-20833,"WESTERN BUSINESS SCHOOL, PUNE",Maharashtra,Pune,2021,Rural,PGDM Institutes,Private Un-Aided
S-17629,WOXSEN SCHOOL OF BUSINESS,Telangana,Sangareddy,-,Rural,PGDM Institutes,Private Un-Aided
S-20411,XAVIER INSTITUTE OF MANAGEMENT AND DESIGN,Uttar Pradesh,Gautam Buddha Nagar,-,Urban,PGDM Institutes,Private Un-Aided
S-19833,XAVIER INSTITUTE OF MANAGEMENT  AND ENTREPRENEURSHIP,Tamil Nadu,Kancheepuram,-,Rural,PGDM Institutes,-
S-14893,XAVIER INSTITUTE OF MANAGEMENT AND ENTREPRENEURSHIP,Kerala,Ernakulam,2013,Urban,PGDM Institutes,Private Un-Aided
S-157,XAVIER INSTITUTE OF MANAGEMENT AND ENTREPRENEURSHIP,Karnataka,Bengaluru Urban,-,Urban,PGDM Institutes,Private Un-Aided
S-131,XAVIER INSTITUTE OF SOCIAL SERVICE,Jharkhand,Ranchi,1955,Urban,PGDM Institutes,Private Un-Aided
S-186,XAVIER INSTITUTION OF DEVELOPMENT ACTION AND STUDIES -XIDAS,Madhya Pradesh,Jabalpur,1995,Urban,PGDM Institutes,Private Un-Aided
S-132,XLRI - Xavier School of Management,Jharkhand,East Singhbum,1949,Urban,PGDM Institutes,Private Un-Aided
S-19681,XLRI XAVIER SCHOOL OF MANAGEMENT DELHI NCR,Haryana,Jhajjar,2020,Rural,PGDM Institutes,Private Un-Aided
S-17384,"Yash College of Professional Studies, Badnawar",Madhya Pradesh,Dhar,2016,Urban,PGDM Institutes,Private Aided (Government Aided)
