Aishe Code,Name,State,District,Website,Year Of Establishment,Location,College Type,Manegement,University Aishe Code,University Name,University Type
C-24461,"AKNU Campus, T.P.Gudem",Andhra Pradesh,West Godavari,www.aknu.edu.in,2004,Rural,PG Center / Off-Campus Center,University,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-24165,"AKNU M.S.N. CAMPUS, KKD",Andhra Pradesh,Kakinada,https://www.aknu.edu.in/MSNCAMPUS/,2017,Rural,PG Center / Off-Campus Center,University,U-0005,"Adikavi Nannaya University, Rajahmundry, East Godawari",State Public University
C-68536,"ALIGARH MUSLIM UNIVERSITY KISHANGANJ CENTRE, BIHAR",Bihar,Kishanganj,https://www.amu.ac.in/amucentres/amu-kishanganj-centre,2013,Urban,PG Center / Off-Campus Center,University,U-0496,"Aligarh Muslim University, Aligarh",Central University
C-22861,"Aligarh Muslim University, Malappuram Centre.",Kerala,Malappuram,https://amu.ac.in/amucentres/amu-malappuram-centre-kerala,2010,Urban,PG Center / Off-Campus Center,Central Government,U-0496,"Aligarh Muslim University, Aligarh",Central University
C-7027,"Amrita Centre for Nanomedical Sciences, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-71702,"AMRITA COLLEGE OF NURSING, AMRITA VISHWA VIDYAPEETHAM FARIDABAD CAMPUS",Haryana,Faridabad,-,-,-,PG Center / Off-Campus Center,Private Un-Aided,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7028,"Amrita College of Nursing, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7031,"Amrita School of Arts and Sciences, Amritapuri, Kollam",Kerala,Kollam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7030,"Amrita School of Arts and Sciences, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7035,"Amrita School of Arts and Sciences, Mysore",Karnataka,Mysuru,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7026,"Amrita School of Ayurveda, Amritapuri, Kollam",Kerala,Kollam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7025,"Amrita School of Biotechnology, Amritapuri, Kollam",Kerala,Kollam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7019,"Amrita School of Dentistry, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7032,"Amrita School of Education, Mysore",Karnataka,Mysuru,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7036,"Amrita School of Engineering, Amritapuri, Kollam",Kerala,Kollam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7034,"Amrita School of Engineering, Bangalore",Karnataka,Bengaluru Rural,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-76263,"AMRITA SCHOOL OF MEDICINE, AMRITA VISHWA VIDYAPEETHAM FARIDABAD CAMPUS",Haryana,Faridabad,https://www.amrita.edu/school/medicine/faridabad/,2023,Urban,PG Center / Off-Campus Center,University,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7017,"Amrita School of Medicine, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7018,"Amrita School of Pharmacy, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-71703,AMRITA VISHWA VIDYAPEETHAM AMARAVATI CAMPUS,Andhra Pradesh,Guntur,www.amrita.edu,2022,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-64038,AMRITA VISHWA VIDYAPEETHAM CHENNAI CAMPUS,Tamil Nadu,Thiruvallur,-,-,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-75584,AMRITA VISHWA VIDYAPEETHAM NAGERCOIL CAMPUS,Tamil Nadu,Kanniyakumari,www.amrita.edu,2024,Rural,PG Center / Off-Campus Center,University,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-22859,AMU MURSHIDABAD CENTRE,West Bengal,Murshidabad,https://www.amu.ac.in/amucentres/amu-murshidabad-centre,2009,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0496,"Aligarh Muslim University, Aligarh",Central University
C-36355,"Annamalai University PG Extension Centre , Salamedu",Tamil Nadu,Viluppuram,annamalaiuniversity.ac.in,2010,Rural,PG Center / Off-Campus Center,University,U-0443,"Annamalai University, Annamalainagar",State Public University
C-76677,"ARMY DENTAL CENTRE,ARMY HOSPITAL RR",Delhi,New Delhi,-,1998,Urban,PG Center / Off-Campus Center,Central Government,U-0120,University of Delhi,Central University
C-22913,Bhaderwah,Jammu and Kashmir,Doda,www.bhaderwahcampus.in,2006,Urban,PG Center / Off-Campus Center,State Government,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-68812,BHARATHIAR UNIVERSITY PG EXTENSION AND RESEARCH CENTRE,Tamil Nadu,Erode,https://b-u.ac.in/267/bharathiar-university-pg-extension-and-research-centre,2013,Urban,PG Center / Off-Campus Center,State Government,U-0447,"Bharathiar University, Coimbatore",State Public University
C-69045,BHARATHIDASAN UNIVERSITY POST GRADUATE EXTENSION CENTRE,Tamil Nadu,Perambalur,https://www.bdu.ac.in/pg-extension-centre/,-,Rural,PG Center / Off-Campus Center,University,U-0448,"Bharathidasan University, Tiruchirappalli",State Public University
C-69992,Bharati Vidyapeeth Deemed to be University Department of Engineering and Technology Off-Campus,Maharashtra,Raigad,https://www.bvuniversity.edu.in/doemumbai/,-,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0292,"Bharati Vidyapeeth, Pune",Deemed University-Private
C-70718,Bharati Vidyapeeth Deemed to be University Department of Management Studies Off-Campus,Maharashtra,Raigad,https://www.bvuniversity.edu.in/dommumbai/,-,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0292,"Bharati Vidyapeeth, Pune",Deemed University-Private
C-27026,BHOPAL CAMPUS,Madhya Pradesh,Bhopal,www.csu-bhopal.edu.in,2002,Urban,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-1069,"Biogas Research Unit & Microbiology, Sadra",Gujarat,Gandhinagar,-,-,-,PG Center / Off-Campus Center,-,U-0137,"Gujarat Vidyapith, Ahmedabad",Deemed University-Government Aided
C-55231,"BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE PILANI,HYDERABAD CAMPUS",Telangana,MEDCHAL MALKAJGIRI,-,-,Urban,PG Center / Off-Campus Center,University,U-0391,"Birla Institute of Technology & Sciences, Pilani",Deemed University-Private
C-61982,Birla Institute of Technology and Science Pilani K K Birla Goa Campus,Goa,South Goa,www.bits-pilani.ac.in,2004,Rural,PG Center / Off-Campus Center,University,U-0391,"Birla Institute of Technology & Sciences, Pilani",Deemed University-Private
C-74111,BIRLA INSTITUTE OF TECHNOLOGY AND SCIENCE PILANI OFF CAMPUS CENTRE AT MUMBAI METRO POLITAN REGION,Maharashtra,Thane,https://www.bitsom.edu.in/,2020,Urban,PG Center / Off-Campus Center,University,U-0391,"Birla Institute of Technology & Sciences, Pilani",Deemed University-Private
C-70180,BIRLA INSTITUTE OF TECHNOLOGY OFF CAMPUS JAIPUR,Rajasthan,Jaipur,www.bitmesra.ac.in/5,-,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0202,"Birla Institute of Technology, Ranchi",Deemed University-Private
C-8344,BIT Extension Center Deoghar,Jharkhand,Deoghar,www.bitmesra.ac.in,2007,Urban,PG Center / Off-Campus Center,University,U-0202,"Birla Institute of Technology, Ranchi",Deemed University-Private
C-8341,"BIT Extension Center, Kolkata",West Bengal,Kolkata,www.bitmesra.ac.in,2006,Urban,PG Center / Off-Campus Center,Central Government,U-0202,"Birla Institute of Technology, Ranchi",Deemed University-Private
C-8342,"BIT Extension Center, Noida",Uttar Pradesh,Gautam Buddha Nagar,www.bitmesra.ac.in,1997,Urban,PG Center / Off-Campus Center,University,U-0202,"Birla Institute of Technology, Ranchi",Deemed University-Private
C-8339,"BIT Extension Center,Patna",Bihar,Patna,https://www.bitmesra.ac.in/BIT_Mesra?cid=8&pid=H,2006,Urban,PG Center / Off-Campus Center,Private Aided (Government Aided),U-0202,"Birla Institute of Technology, Ranchi",Deemed University-Private
C-8081,"Calicut University Centre, Kadamat",Lakshadweep,Lakshadweep District,www.cuckadmat.com,2005,Rural,PG Center / Off-Campus Center,University,U-0369,"Pondicherry Univeristy, Puducherry",Central University
C-67209,CALICUT UNIVERSITY REGIONAL CENTRE PERAMBRA,Kerala,Kozhikode,https://www.uoc.ac.in/index.php/the-university/departments/university-centers/14-sample-data-articles/812-calicut-university-regional-centre-perambra,-,Rural,PG Center / Off-Campus Center,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-64955,CENTER FOR COMPUTER SCIENCE AND INFORMATION TECHNOLOGY PULLUT,Kerala,Thrissur,www.universityofcalicut.info,2000,Urban,PG Center / Off-Campus Center,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-69759,"CENTRAL SANSKRIT UNIVERSITY, GANGA NATH JHA CAMPUS, PRAYAGRAJ",Uttar Pradesh,Prayagraj,https://www.csu-prayagraj.res.in/,-,Urban,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-61891,Centre for Computer Science and Information Technology,Kerala,Palakkad,-,-,Rural,PG Center / Off-Campus Center,University,U-0251,"UNIVERSITY OF CALICUT, MALAPPURAM",State Public University
C-30837,Centre for Latin American Studies,Goa,North Goa,-,-,-,PG Center / Off-Campus Center,-,U-0121,"Goa University, Goa",State Public University
C-21468,"Centre for Post Graduate Studies, Bhubaneswar",Odisha,Khordha,-,-,-,PG Center / Off-Campus Center,-,U-0360,"Orissa University of Agriculture &  Technology, Bhubaneswar",State Public University
C-1066,"Centre for Studies on Rural Management, Randheja",Gujarat,Gandhinagar,-,-,-,PG Center / Off-Campus Center,-,U-0137,"Gujarat Vidyapith, Ahmedabad",Deemed University-Government Aided
C-30871,Centre for Women's Studies,Goa,North Goa,-,-,-,PG Center / Off-Campus Center,-,U-0121,"Goa University, Goa",State Public University
C-17721,Chitradurga P.G. Centre,Karnataka,Chitradurga,davangereuniversity.ac.in,2010,Urban,PG Center / Off-Campus Center,University,U-0218,"Davangere University, Davangere",State Public University
C-50956,"College of Teacher Education, Asansol",West Bengal,Paschim Bardhaman,www.manuu.edu.in,2013,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-50955,"College of Teacher Education, Aurangabad",Maharashtra,Chhatrapati Sambhajinagar,www.manuu.edu.in,2014,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-30808,"College of Teacher Education, Bhopal",Madhya Pradesh,Bhopal,www.manuu.edu.in,2006,Urban,PG Center / Off-Campus Center,Central Government,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-55180,"College of Teacher Education, Bidar",Karnataka,Bidar,www.manuu.edu.in,2015,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-30811,"College of Teacher Education, Darbhanga",Bihar,Darbhanga,www.manuu.edu.in,2006,Rural,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-55179,"College of Teacher Education, Nuh",Haryana,Nuh,www.manuu.edu.in,2015,Rural,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-50954,"College of Teacher Education, Sambhal",Uttar Pradesh,Sambhal,www.manuu.edu.in,2014,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-30810,"College of Teacher Education, Srinagar",Jammu and Kashmir,Srinagar,www.manuu.edu.in,2005,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-34244,CRSS Jagudan,Gujarat,Mahesana,-,-,-,PG Center / Off-Campus Center,-,U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",State Public University
C-60551,"Department of Education, C. U. Shah University",Gujarat,Surendranagar,www.cushshuniversity.ac.in,2018,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0708,"C.U.SHAH UNIVERSITY, SURENDRANAGAR",State Private University
C-7020,"Department of Management, Amritapuri, Kollam",Kerala,Kollam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7029,"Department of Management, Bangalore",Karnataka,Bengaluru Rural,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-7022,"Department of Management, Kochi",Kerala,Ernakulam,-,-,-,PG Center / Off-Campus Center,-,U-0436,"Amrita Vishwa Vidyapeetham, Coimbatore",Deemed University-Private
C-56410,EKALAVYA CAMPUS,Tripura,West Tripura,csu-agartala.edu.in,2013,Rural,PG Center / Off-Campus Center,University,U-0115,Central Sanskrit University,Central University
C-8952,"Eklavya Study Center, Nandurbar",Maharashtra,Nandurbar,wwww.nmu.ac.in,1992,Urban,PG Center / Off-Campus Center,University,U-0320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",State Public University
C-62538,Faculty of Pharmaceutical Sciences,Karnataka,Bengaluru Urban,-,1982,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0733,"PES UNIVERSITY, BANGLORE",State Private University
C-35001,"FoIRDM, Ramakrishna Mission Vivekananda University",West Bengal,South 24 Parganas,www.rkmvu.ac.in,2009,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0582,"Ramakrishna Mission Vivekananda Educational  and Research Institute, Howrah",Deemed University-Private
C-35002,"FoIRTDM, Ramakrishna Mission Vivekananda University",Jharkhand,Ranchi,www.rkmvuranchi.ac.in,2006,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0582,"Ramakrishna Mission Vivekananda Educational  and Research Institute, Howrah",Deemed University-Private
C-27019,GANGANATH JHA CAMPUS,Uttar Pradesh,Prayagraj,http://www.csu-prayagraj.res.in/,1943,Urban,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-74561,GEETANJALI POST GRADUATE CENTER,Gujarat,Rajkot,www.geetanjaligroupofcolleges.in,2023,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0151,"Saurashtra University, Rajkot",State Public University
C-64913,GEORGE COLLEGE UNDER THE GAYATRI CHETNA FOUNDATION,West Bengal,South 24 Parganas,www.georgecollege.org,2020,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0592,"Maulana Abul Kalam Azad University of Technology, West Bengal",State Public University
C-62061,"GITAM : Gandhi Institute of Technology and Management , Off Campus - Bengaluru",Karnataka,Bengaluru Rural,https://www.gitam.edu,2012,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0011,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",Deemed University-Private
C-65168,"GITAM : Gandhi Institute of Technology and Management, Off Campus - Hyderabad",Telangana,Sangareddy,https://www.gitam.edu/,2009,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0011,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",Deemed University-Private
C-69453,GITAM INSTITUTE OF MEDICAL SCIENCES AND RESEARCH,Andhra Pradesh,Visakhapatnam,https://www.gitam.edu/,-,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0011,"Gandhi Institute of Technology & Management (GITAM) University, Visakhapatnam",Deemed University-Private
C-58708,Gujarat Institute of Mental health,Gujarat,Ahmedabad,WWW.GIMH.COM,2017,Urban,PG Center / Off-Campus Center,State Government,U-0136,"Gujarat University, Ahmedabad",State Public University
C-27969,Guru Nanak Dev University Regional Campus,Punjab,Jalandhar,gndu.ac.in,2001,Urban,PG Center / Off-Campus Center,University,U-0376,"Guru Nanak Dev University, Amritsar",State Public University
C-27854,Guru Nanak Dev University Regional Campus,Punjab,Gurdaspur,gndu.ac.in,1999,Urban,PG Center / Off-Campus Center,University,U-0376,"Guru Nanak Dev University, Amritsar",State Public University
C-27025,GURUVAYOOR CAMPUS,Kerala,Thrissur,www.csu-guruvayoor.edu.in,2002,Rural,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-69166,GVM SCIENCE COLLEGE,Gujarat,Panch Mahals,WWW.GVMANIYAD.ORG,-,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0782,SHRI GOVIND GURU UNIVERSITY,State Public University
C-64655,HIMACHAL PRADESH TECHNICAL UNIVERSITY OFFCAMPUS BUSINESS SCHOOL,Himachal Pradesh,Kangra,www.himtu.ac.in,2015,Rural,PG Center / Off-Campus Center,University,U-0598,"Himachal Pradesh Technical University, Hamirpur",State Public University
C-16754,IIFT KOLKATA,West Bengal,Kolkata,www.iift.edu,2006,Urban,PG Center / Off-Campus Center,Central Government,U-0102,"Indian Institute of Foreign Trade, Delhi",Deemed University-Government
C-63929,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY VADODARA INTERNATIONAL CAMPUS DIU,The Dadra and Nagar Haveli and Daman and Diu,Diu,https://diu.iiitvadodara.ac.in,2020,Rural,PG Center / Off-Campus Center,Central Government,U-0798,"Indian Institute of Information Technology, Vadodara",Institute of National Importance
C-47466,"INDIAN STATISTICAL INSTITUTE, TEZPUR",Assam,Sonitpur,-,-,-,PG Center / Off-Campus Center,-,U-0574,"Indian Statistical Institute, Kolkata",Institute of National Importance
C-72066,INSTITUTE OF FORENSIC SCIENCES FOR TRAINING AND SKILLING OF NFSU,Manipur,Imphal East,https://manipur.nfsu.ac.in,2021,Rural,PG Center / Off-Campus Center,Central Government,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-26662,"International Vachana Studies Centre, Kudalasangama",Karnataka,Bagalkote,www.kannadauniversity.org,2007,Urban,PG Center / Off-Campus Center,University,U-0226,"Kannada University, Hampi, Kamalapura",State Public University
C-73878,IPS ACADEMY INSTITUTE OF ENGINEERING AND SCIENCE INDORE OFF CAMPUS I    ,Madhya Pradesh,Indore,https://ies.ipsacademy.org/departments/homeoff/,2024,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0287,"Rajiv Gandhi Prodoyogiki Vishwavidyalaya, Bhopal",State Public University
C-27021,JAIPUR CAMPUS,Rajasthan,Jaipur,https://csu-jaipur.edu.in/,2002,Urban,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-58308,KANNUR UNIVERSITY TEACHER EDUCATION CENTER KASARAGOD,Kerala,Kasaragod,-,-,Rural,PG Center / Off-Campus Center,University,U-0256,"Kannur University, Kannur",State Public University
C-56729,Kargil Campus,Ladakh,Kargil,http://uol.ac.in,2016,Rural,PG Center / Off-Campus Center,University,U-1097,UNIVERSITY OF LADAKH,State Public University
C-69560,KARNATAKA STATE AKKAMAHADEVI WOMENS UNIVERSITY REGIONAL CENTRE BIDAR,Karnataka,Bidar,http://ka.kswu.ac.in/pg-centers,-,Rural,PG Center / Off-Campus Center,University,U-0229,"Karnataka State Women University, Bijapur",State Public University
C-58126,"Karnataka State Womens University, Extension Centre for PG Studies and Research, Mandya",Karnataka,Mandya,-,-,-,PG Center / Off-Campus Center,University,U-1050,MANDYA UNIVERSITY,State Public University
C-56138,Kathua Campus,Jammu and Kashmir,Kathua,www.kathuacampus.in,2006,Rural,PG Center / Off-Campus Center,University,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-22945,Kishtwar,Jammu and Kashmir,Kishtwar,www.kishtwarcampus.in,2010,Urban,PG Center / Off-Campus Center,University,U-0195,"University of Jammu, Jammu Tawi",State Public University
C-65167,"KONERU LAKSHMAIAH EDUCATION FOUNDATION (DEEMED TO BE UNIVERSITY ) OFF CAMPUS, HYDERABAD",Telangana,Ranga Reddy,www.klh.edu.in,-,Rural,PG Center / Off-Campus Center,Private Un-Aided,U-0020,"Koneru Lakshmaiah Education Foundation,Guntur",Deemed University-Private
C-25407,"KRISHNA UNIVERSITY Dr. MRAR  PG CENTRE, NUZVID",Andhra Pradesh,Krishna,www.kru.ac.in,1977,Urban,PG Center / Off-Campus Center,University,U-0021,"Krishna University, Machhlipattanam",State Public University
C-66048,KSAWU EXTENSION CENTRE FOR PG STUDIES AND RESEARCH MANDYA,Karnataka,Mandya,www.kswu.ac.in,2014,Rural,PG Center / Off-Campus Center,University,U-0229,"Karnataka State Women University, Bijapur",State Public University
C-35657,KU PG Center Gadag,Karnataka,Gadag,www.kud.ac.in,2001,Rural,PG Center / Off-Campus Center,University,U-0230,"Karnataka University, Dharwad",State Public University
C-35541,KU PG Center Karawar,Karnataka,Uttara Kannada,www.kud.ac.in,1975,Rural,PG Center / Off-Campus Center,University,U-0230,"Karnataka University, Dharwad",State Public University
C-76106,"KUPWARA CAMPUS, UNIVERSITY OF KASHMIR, HAZRATBAL SRINAGAR",Jammu and Kashmir,Kupwara,https://kupwaracampus.uok.edu.in/Main/Default.aspx,2010,Rural,PG Center / Off-Campus Center,University,U-0196,"University of Kashmir, Srinagar",State Public University
C-69377,LAKSHMI DEVI SHROFF ADARSH SANSKRIT MAHAVIDYALAYA,Jharkhand,Deoghar,www.ldsasmahavidyalaya.com,-,Urban,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-21903,Laxman Singh Mahar Campus  Pithoragarh,Uttarakhand,Pithoragarh,lsmgpgcollege.org,1963,Urban,PG Center / Off-Campus Center,State Government,U-1091,SOBAN SINGH JEENA UNIVERSITY,State Public University
C-27020,LUCKNOW CAMPUS,Uttar Pradesh,Lucknow,http://www.csu-lucknow.edu.in,2002,Urban,PG Center / Off-Campus Center,Central Government,U-0115,Central Sanskrit University,Central University
C-75470,MAHATMA GANDHI PG CENTRE OF SOCIAL WORK,Gujarat,Bhavnagar,-,2012,Urban,PG Center / Off-Campus Center,Private Un-Aided,U-0124,Maharaja Krishnakumarsinhji Bhavnagar University,State Public University
C-34237,"Main Potato Research Station, Deesa",Gujarat,Banas Kantha,-,-,-,PG Center / Off-Campus Center,-,U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",State Public University
C-34240,"Main Wheat Research Station, Vijapur",Gujarat,Mahesana,-,-,-,PG Center / Off-Campus Center,-,U-0150,"Sardarkrushinagar Dantiwada Agricultural University, Banaskantha",State Public University
C-67249,MANGALORE UNIVERSITY JNANA KAVERI POST GRADUATE CENTRE CHIKKA ALUVARA KODAGU,Karnataka,Kodagu,-,-,Rural,PG Center / Off-Campus Center,University,U-0233,"Mangalore University, Mangalore",State Public University
C-55181,"MANUU Arts and Science College for Women,Srinagar",Jammu and Kashmir,Budgam,www.manuu.edu.in,2015,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-30809,MANUU Lucknow Campus,Uttar Pradesh,Lucknow,www.manuu.edu.in,2009,Urban,PG Center / Off-Campus Center,Central Government,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-46611,"MANUU POLYTECHNIC, BANGALORE",Karnataka,Bengaluru Urban,www.manuu.edu.in,2008,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-60904,"MANUU POLYTECHNIC, CUTTACK",Odisha,Cuttack,www.manuu.edu.in,2018,-,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-46612,"MANUU POLYTECHNIC, DARBHANGA",Bihar,Darbhanga,www.manuu.edu.in,2008,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-60905,"MANUU POLYTECHNIC, KADAPA",Andhra Pradesh,Y.S.R. Kadapa,www.manuu.edu.in,2018,Urban,PG Center / Off-Campus Center,University,U-0023,"Maulana Azad National Urdu University, Hyderabad",Central University
C-72049,NATIONAL FORENSIC SCIENCES ACADEMY PUNE,Maharashtra,Pune,https://pune.nfsu.ac.in/,2022,Rural,PG Center / Off-Campus Center,Central Government,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-70925,"NATIONAL FORENSIC SCIENCES UNIVERSITY, BHOPAL CAMPUS",Madhya Pradesh,Bhopal,-,-,Rural,PG Center / Off-Campus Center,University,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-70756,NATIONAL FORENSIC SCIENCES UNIVERSITY DHARWAD CAMPUS,Karnataka,Dharwad,https://dharwad.nfsu.ac.in/,-,Rural,PG Center / Off-Campus Center,Central Government,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-70730,NATIONAL FORENSIC SCIENCES UNIVERSITY GOA CAMPUS,Goa,South Goa,goa.nfsu.ac.in,-,Urban,PG Center / Off-Campus Center,Central Government,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-72048,NATIONAL FORENSIC SCIENCES UNIVERSITY GUWAHATI CAMPUS,Assam,Kamrup Metro,https://guwahati.nfsu.ac.in/,2023,Urban,PG Center / Off-Campus Center,Central Government,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-70716,"NATIONAL FORENSIC SCIENCES UNIVERSITY, TRIPURA CAMPUS",Tripura,West Tripura,https://tripura.nfsu.ac.in/,-,Urban,PG Center / Off-Campus Center,Central Government,U-0593,NATIONAL FORENSIC SCIENCES UNIVERSITY,Institute of National Importance
C-75974,NATIONAL INSTITUTE OF AYURVEDA PANCHKULA,Haryana,Panchkula,https://panchkula.nia.edu.in/,2023,Urban,PG Center / Off-Campus Center,Central Government,U-1359,"National Institute of Ayurveda, Rajasthan",Deemed University-Government
C-47467,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, BANGALORE",Karnataka,Bengaluru Urban,www.nift.ac.in,1997,Urban,PG Center / Off-Campus Center,Central Government,U-0110,"National Institute of Fashion Technology, Hauz Khas",Institute of National Importance
C-47468,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, BHOPAL",Madhya Pradesh,Bhopal,nift.ac.in/bhopal ,-,Urban,PG Center / Off-Campus Center,Central Government,U-0110,"National Institute of Fashion Technology, Hauz Khas",Institute of National Importance
C-47469,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, BHUBANESWAR",Odisha,Khordha,www.nift.ac.in,2010,Urban,PG Center / Off-Campus Center,Central Government,U-0110,"National Institute of Fashion Technology, Hauz Khas",Institute of National Importance
